trial_id,fault_loc,fault_type,delta_I,delta_dc,delta_tau,delta_phi,OC_conv,OC_sambp,OC_veto,87B_A_conv,87B_A_sambp,87B_A_veto,87L_conv,87L_sambp,87L_veto,87B_B_conv,87B_B_sambp,87B_B_veto,87T_conv,87T_sambp,87T_veto
2775,bus_B,ag,-0.10286,-0.11203,0.15723,0.03754,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2776,bus_B,ag,0.10114,0.12917,-0.0966,-0.55151,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2777,bus_B,ag,0.08811,-0.25467,-0.03924,-0.76987,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2778,bus_B,ag,0.10169,-0.14791,-0.08274,0.21126,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2779,bus_B,ag,0.18778,-0.29457,-0.06413,0.28102,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2780,bus_B,ag,-0.05581,-0.27143,-0.14432,0.03806,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2781,bus_B,ag,0.16439,-0.24986,0.09806,-0.33077,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2782,bus_B,ag,0.12541,0.11112,-0.03214,-0.25576,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2783,bus_B,ag,0.01344,0.01627,-0.15793,-0.43853,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2784,bus_B,ag,0.07193,-0.2899,0.08903,0.06987,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2785,bus_B,ag,0.14332,0.16692,0.18193,0.07505,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2786,bus_B,ag,0.10919,0.24019,0.02847,-0.73155,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2787,bus_B,ag,0.09837,0.20601,0.00894,0.3183,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2788,bus_B,ag,-0.06249,-0.07172,0.18485,-0.12056,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2789,bus_B,ag,-0.10983,-0.19353,-0.08239,0.20084,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2790,bus_B,ag,0.01162,-0.04739,0.15201,0.17092,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2791,bus_B,ag,-0.07439,-0.29639,0.16439,-0.6007,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2792,bus_B,ag,0.16636,0.1982,0.13319,-0.07595,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2793,bus_B,ag,0.1992,0.09458,0.15214,0.18762,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2794,bus_B,ag,0.09819,-0.10768,0.18474,-0.25409,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2795,bus_B,ag,-0.05931,-0.08886,-0.1397,-0.56184,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2796,bus_B,ag,-0.1745,0.19175,0.1027,-0.00703,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2797,bus_B,ag,-0.04592,0.01673,0.02762,-0.56926,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2798,bus_B,ag,0.10023,-0.13487,-0.0622,-0.66191,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2799,bus_B,ag,-0.04943,-0.07374,0.07854,-0.43611,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2800,bus_B,ag,-0.11246,0.07938,-0.12965,0.40345,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2801,bus_B,ag,0.09408,-0.2351,0.13334,0.65261,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2802,bus_B,ag,-0.08753,0.15728,-0.13808,-0.1703,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2803,bus_B,ag,0.05627,0.21539,-0.02773,0.77515,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2804,bus_B,ag,0.07465,-0.29311,0.19277,0.59813,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2805,bus_B,ag,0.00212,0.09983,-0.02283,-0.74412,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2806,bus_B,ag,-0.035,-0.15745,-0.06214,-0.5192,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2807,bus_B,ag,-0.07555,-0.20368,-0.12433,-0.67957,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2808,bus_B,ag,0.13659,-0.02268,0.03593,-0.43481,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2809,bus_B,ag,0.19538,0.23904,0.12435,-0.40863,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2810,bus_B,ag,-0.13221,0.18355,0.02765,0.7385,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2811,bus_B,ag,-0.12802,0.25843,0.19688,-0.72413,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2812,bus_B,ag,-0.01394,0.18976,-0.10235,-0.49173,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2813,bus_B,ag,-0.01587,-0.16996,0.1885,-0.1049,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2814,bus_B,ag,-0.13492,0.17809,0.18035,0.57246,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2815,bus_B,ag,-0.08166,0.13073,-0.04336,0.45799,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2816,bus_B,ag,-0.0835,0.02545,-0.10168,-0.62927,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2817,bus_B,ag,-0.05186,-0.27793,0.18603,0.30259,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2818,bus_B,ag,-0.16272,0.23495,0.15308,-0.59967,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2819,bus_B,ag,0.13186,-0.24334,0.10406,-0.64494,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2820,bus_B,ag,-0.17043,0.07123,0.07291,-0.06282,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2821,bus_B,ag,-0.0884,-0.11701,0.17478,0.02587,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2822,bus_B,ag,0.1115,0.26049,-0.08055,-0.68753,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2823,bus_B,ag,0.00047,-0.29923,0.0685,-0.22039,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2824,bus_B,ag,-0.15107,-0.25013,0.1838,0.58428,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2825,bus_B,ag,-0.17999,-0.2215,-0.10222,-0.24098,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2826,bus_B,ag,0.19961,-0.14919,-0.19379,-0.37209,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2827,bus_B,ag,0.15166,0.06666,0.06915,0.27337,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2828,bus_B,ag,-0.08814,0.15259,-0.11477,0.44356,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2829,bus_B,ag,0.00682,-0.16273,-0.00561,0.15378,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2830,bus_B,ag,-0.07093,0.10891,-0.12391,0.48985,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2831,bus_B,ag,-0.094,0.09801,0.01356,0.67729,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2832,bus_B,ag,0.14611,0.1901,-0.05833,-0.51418,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2833,bus_B,ag,0.16491,-0.09541,0.11753,0.06088,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2834,bus_B,ag,0.07668,0.11087,-0.05939,0.65555,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2835,bus_B,ag,-0.00361,-0.01002,0.18246,0.61738,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2836,bus_B,ag,-0.01728,-0.10412,0.01136,-0.39904,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2837,bus_B,ag,0.17477,0.24872,0.07265,-0.04286,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2838,bus_B,ag,0.12841,-0.01916,0.12231,0.46836,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2839,bus_B,ag,-0.13217,-0.17413,0.14617,-0.59136,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2840,bus_B,ag,-0.13959,-0.03006,-0.01964,-0.68529,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2841,bus_B,ag,0.10123,-0.21763,0.01758,-0.37367,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2842,bus_B,ag,0.09758,-0.0407,0.00748,0.77817,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2843,bus_B,ag,0.09097,0.02434,-0.04318,0.42319,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2844,bus_B,ag,0.12365,0.0337,0.11193,0.00875,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2845,bus_B,ag,-0.13343,0.03541,0.00102,0.62063,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2846,bus_B,ag,-0.09391,0.25185,0.14912,0.10248,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2847,bus_B,ag,-0.09143,-0.15534,0.14301,-0.31765,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2848,bus_B,ag,0.15094,-0.05965,0.02565,0.07573,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2849,bus_B,ag,0.11284,0.14251,0.06865,-0.40719,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2850,bus_B,ag,-0.07899,-0.24617,0.19204,0.42143,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2851,bus_B,ag,0.09579,0.0481,0.18376,-0.72649,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2852,bus_B,ag,-0.03267,0.28018,0.0783,-0.41723,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2853,bus_B,ag,-0.0678,0.13718,-0.00027,0.67007,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2854,bus_B,ag,-0.11349,-0.15023,0.14595,-0.5947,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2855,bus_B,ag,-0.04772,-0.21542,0.15479,-0.43845,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2856,bus_B,ag,0.00183,-0.13377,-0.06147,0.01441,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2857,bus_B,ag,-0.18438,0.0028,-0.18988,-0.40862,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2858,bus_B,ag,0.18033,0.18507,0.0986,-0.28252,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2859,bus_B,ag,-0.01063,-0.11265,0.11088,0.06151,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2860,bus_B,ag,-0.16176,-0.23521,0.07828,-0.53706,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2861,bus_B,ag,-0.02957,0.24563,0.0559,-0.04411,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2862,bus_B,ag,-0.12901,0.18011,-0.15412,-0.31713,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2863,bus_B,ag,-0.02803,0.14038,-0.17867,-0.65439,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2864,bus_B,ag,0.1545,0.02121,0.09796,-0.02339,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2865,bus_B,ag,-0.09469,-0.21602,-0.16044,-0.46845,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2866,bus_B,ag,-0.02568,-0.05494,-0.0938,0.75427,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2867,bus_B,ag,0.11367,0.1076,-0.14199,0.66187,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2868,bus_B,ag,0.04204,0.01937,0.13641,0.17965,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2869,bus_B,ag,-0.16259,0.11598,-0.03057,-0.28943,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2870,bus_B,ag,0.11866,0.09322,0.15076,-0.73678,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2871,bus_B,ag,-0.05033,-0.20607,-0.09003,0.31732,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2872,bus_B,ag,-0.14726,0.00542,0.18429,0.47067,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2873,bus_B,ag,-0.10219,0.27824,-0.06917,-0.71056,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2874,bus_B,ag,-0.11328,-0.15127,-0.06016,-0.13078,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2875,bus_B,ag,0.11742,-0.00141,-0.18328,-0.13251,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2876,bus_B,ag,0.00384,-0.15363,-0.03349,-0.47955,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2877,bus_B,ag,0.0411,-0.17449,-0.08277,-0.47983,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2878,bus_B,ag,0.13038,-0.22744,0.16671,-0.23535,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2879,bus_B,ag,-0.0544,0.20731,0.06387,-0.60228,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2880,bus_B,ag,-0.14534,-0.29362,0.08783,-0.15803,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2881,bus_B,ag,0.1014,0.07826,-0.10291,-0.13366,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2882,bus_B,ag,0.15854,-0.14724,-0.03935,-0.33411,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2883,bus_B,ag,0.15618,-0.27288,-0.12954,-0.28442,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2884,bus_B,ag,0.01667,0.12231,-0.19241,-0.68094,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2885,bus_B,ag,-0.01486,-0.18037,0.06725,-0.19292,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2886,bus_B,ag,0.14128,-0.14776,0.00527,0.13778,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2887,bus_B,ag,0.1833,-0.04271,0.07878,0.5726,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2888,bus_B,ag,-0.13825,0.02788,0.08363,0.68465,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2889,bus_B,ag,0.05511,0.10904,0.04689,-0.67264,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2890,bus_B,ag,-0.15521,0.14707,-0.01757,0.69151,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2891,bus_B,ag,0.0204,-0.22882,-0.19574,0.41564,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2892,bus_B,ag,0.1891,0.18088,-0.18138,0.77978,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2893,bus_B,ag,-0.07134,0.06751,0.1355,0.59179,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2894,bus_B,ag,0.05008,0.29216,0.06141,0.66552,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2895,bus_B,ag,-0.15366,0.29574,-0.00355,-0.19463,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2896,bus_B,ag,0.17229,-0.01057,-0.15608,0.35452,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2897,bus_B,ag,-0.15457,0.23369,0.19616,0.24595,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2898,bus_B,ag,0.18938,0.25488,-0.02571,-0.57738,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2899,bus_B,ag,0.1895,-0.19684,0.19764,-0.005,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2900,bus_B,ag,-0.02002,0.04753,0.05911,-0.60548,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2901,bus_B,ag,-0.19438,-0.08616,0.10461,0.23412,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2902,bus_B,ag,0.14197,0.22149,-0.00856,-0.20898,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2903,bus_B,ag,0.17349,-0.19155,-0.10839,0.54084,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2904,bus_B,ag,0.03042,-0.17828,0.01214,-0.6553,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2905,bus_B,ag,-0.07955,-0.19371,-0.04119,0.0558,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2906,bus_B,ag,0.00074,0.05019,-0.03224,-0.07347,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2907,bus_B,ag,0.033,0.07153,0.01981,0.74779,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2908,bus_B,ag,0.02941,-0.01756,0.03434,0.37914,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2909,bus_B,ag,0.01896,0.03694,0.08218,0.13287,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2910,bus_B,ag,0.06314,0.05471,-0.14041,-0.40058,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2911,bus_B,ag,-0.01464,-0.14117,0.12168,-0.73026,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2912,bus_B,ag,0.179,0.27812,0.08504,0.1478,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2913,bus_B,ag,-0.0763,-0.13979,0.0048,0.02557,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2914,bus_B,ag,0.16603,0.00544,-0.01998,0.7207,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2915,bus_B,ag,-0.15146,0.27418,-0.01542,-0.35546,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2916,bus_B,ag,-0.0675,-0.04795,-0.00501,-0.2043,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2917,bus_B,ag,-0.0229,0.06899,0.13651,-0.33648,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2918,bus_B,ag,0.15165,-0.21973,-0.02768,0.66683,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2919,bus_B,ag,0.10869,0.21237,0.06185,0.3375,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2920,bus_B,ag,-0.02753,-0.01135,-0.05242,0.60606,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2921,bus_B,ag,0.15667,0.07415,0.08558,-0.51729,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2922,bus_B,ag,0.02057,-0.10315,0.0977,0.49016,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2923,bus_B,ag,-0.05835,0.13659,0.09837,-0.14027,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2924,bus_B,ag,-0.14789,0.15499,-0.08443,0.45195,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2925,bus_B,ag,0.12031,-0.01322,-0.16715,0.47485,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2926,bus_B,ag,-0.14872,0.28292,-0.09386,0.56763,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2927,bus_B,ag,-0.18195,0.06235,0.15705,0.6063,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2928,bus_B,ag,0.07499,0.08625,0.15594,-0.77823,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2929,bus_B,ag,-0.18275,-0.28923,0.17572,0.58391,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2930,bus_B,ag,-0.15371,-0.07397,-0.02773,0.22191,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2931,bus_B,ag,-0.01168,0.18149,0.19616,-0.38074,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2932,bus_B,ag,-0.05478,-0.14068,0.10217,-0.20565,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2933,bus_B,ag,0.15827,-0.03296,-0.06204,0.29417,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2934,bus_B,ag,0.17097,-0.2261,0.0882,0.59216,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2935,bus_B,ag,-0.13018,0.09417,0.02049,-0.58111,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2936,bus_B,ag,-0.06588,0.27269,-0.01057,0.68345,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2937,bus_B,ag,0.1648,0.13854,-0.0977,0.07405,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2938,bus_B,ag,0.15488,0.27336,0.00343,0.01296,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2939,bus_B,ag,0.10094,-0.1386,0.07387,0.68466,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2940,bus_B,ag,-0.00221,-0.24149,0.15321,-0.30582,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2941,bus_B,ag,-0.12799,0.03964,-0.06655,-0.15245,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2942,bus_B,ag,0.19022,-0.19547,-0.14105,-0.54194,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2943,bus_B,ag,-0.05218,0.01298,0.03018,-0.63112,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2944,bus_B,ag,0.00283,0.19132,0.12828,-0.70149,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2945,bus_B,ag,0.12011,0.0617,-0.18223,0.39125,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2946,bus_B,ag,-0.09307,0.12788,0.02825,-0.19621,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2947,bus_B,ag,0.1275,0.02244,0.16451,0.75695,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2948,bus_B,ag,0.01953,0.08433,0.01878,-0.64062,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2949,bus_B,ag,0.12719,-0.08638,-0.11859,-0.07956,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2950,bus_B,ag,-0.16994,-0.10064,0.06379,-0.77893,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2951,bus_B,ag,-0.0252,0.11335,-0.13866,0.51633,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2952,bus_B,ag,-0.01645,-0.04203,0.16449,0.23197,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2953,bus_B,ag,-0.17807,-0.2358,-0.19753,-0.60185,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2954,bus_B,ag,-0.03023,0.28919,-0.03631,-0.29832,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2955,bus_B,ag,0.02454,-0.09797,0.00372,-0.25733,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2956,bus_B,ag,0.19027,-0.10492,0.19267,-0.11818,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2957,bus_B,ag,-0.07488,-0.056,0.16481,0.07976,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2958,bus_B,ag,-0.08833,0.29265,0.1728,-0.00512,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2959,bus_B,ag,-0.01035,0.23981,-0.07721,0.72467,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2960,bus_B,ag,-0.15352,-0.03223,0.18051,0.35565,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2961,bus_B,ag,0.19791,-0.00202,-0.04446,-0.47208,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2962,bus_B,ag,0.15194,0.26794,-0.09627,0.75044,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2963,bus_B,ag,-0.01436,-0.19394,-0.08429,0.6327,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2964,bus_B,ag,-0.06014,-0.12203,-0.11834,0.02931,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2965,bus_B,ag,0.06294,-0.27698,-0.00332,0.47368,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2966,bus_B,ag,0.18254,-0.14574,0.15432,-0.71423,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2967,bus_B,ag,-0.1195,-0.16196,0.04925,0.11867,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2968,bus_B,ag,-0.14686,-0.1233,0.02314,0.0437,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2969,bus_B,ag,0.17417,-0.01502,-0.07037,0.70366,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2970,bus_B,ag,0.19938,0.29492,-0.08605,-0.01254,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2971,bus_B,ag,0.1765,0.14283,-0.09945,-0.52192,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2972,bus_B,ag,0.00982,-0.26147,0.17329,-0.59719,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2973,bus_B,ag,0.14054,-0.08413,0.15141,-0.10809,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2974,bus_B,ag,-0.11985,-0.1815,0.09521,-0.76012,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2975,bus_B,ag,-0.06117,-0.13084,-0.01551,-0.13623,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2976,bus_B,ag,-0.12447,-0.02529,0.11342,-0.70008,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2977,bus_B,ag,-0.08126,0.14503,0.07961,0.32471,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2978,bus_B,ag,0.13437,-0.23367,-0.02248,0.3486,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2979,bus_B,ag,0.0181,-0.01699,-0.01051,0.71919,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2980,bus_B,ag,0.09358,-0.27184,-0.15276,0.0104,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2981,bus_B,ag,-0.14439,0.00561,-0.1668,0.44403,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2982,bus_B,ag,0.08275,-0.12571,0.11563,0.7326,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2983,bus_B,ag,0.16898,-0.2088,-0.11697,0.25856,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2984,bus_B,ag,0.00873,-0.22995,0.18842,0.53553,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2985,bus_B,ag,0.01387,0.29432,0.16366,-0.5141,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2986,bus_B,ag,0.19156,-0.12249,-0.02634,0.44183,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2987,bus_B,ag,-0.17828,0.26727,0.1256,0.73793,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2988,bus_B,ag,0.17017,-0.12681,-0.03822,-0.07215,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2989,bus_B,ag,-0.19904,0.11261,-0.19967,-0.32048,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2990,bus_B,ag,-0.01816,-0.19051,0.11626,0.10689,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2991,bus_B,ag,0.03032,0.07081,-0.00154,0.16794,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2992,bus_B,ag,0.04808,-0.16992,-0.14393,-0.10192,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2993,bus_B,ag,0.16392,0.29244,0.17777,0.75538,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2994,bus_B,ag,-0.12661,-0.19704,-0.02524,0.44047,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
