decision,trip_ms,conv_trip,sprt_dec,f_int,k_ibr,Br,phi_deg
RESTRAIN,300.0,False,RESTRAIN,0.13364731159165533,0.0,0.6238762226402779,68.02817964755414
RESTRAIN,300.0,False,RESTRAIN,0.24041351506491004,0.0,0.3202869275735955,316.7904406683206
RESTRAIN,300.0,False,RESTRAIN,0.18985441936268554,0.0,0.47221248596141024,165.8061542745905
RESTRAIN,300.0,False,RESTRAIN,0.18026655321027518,0.0,0.4415400211653755,28.712171601694383
RESTRAIN,300.0,False,RESTRAIN,0.19800385530597298,0.0,0.09708017007844363,108.76992917475495
RESTRAIN,300.0,False,RESTRAIN,0.12250508512368552,0.0,0.7305687836565657,65.3417568515699
RESTRAIN,300.0,False,RESTRAIN,0.24717290356371002,0.0,0.8215684702463586,338.12825958040617
RESTRAIN,300.0,False,RESTRAIN,0.09751282596481758,0.0,0.8859680016643396,87.502309636631
RESTRAIN,300.0,False,RESTRAIN,0.20511098693186103,0.0,0.22317089417174996,182.3028147222207
RESTRAIN,300.0,False,RESTRAIN,0.2178272521728537,0.0,0.08607617523438575,268.3880968033118
RESTRAIN,300.0,False,RESTRAIN,0.19624242612956122,0.0,0.09993766656425233,57.06391547024222
RESTRAIN,300.0,False,RESTRAIN,0.16887102178940772,0.0,0.7238672760051658,157.4955344183031
RESTRAIN,300.0,False,RESTRAIN,0.25542967795999927,0.0,0.568567516461513,235.18130498753519
RESTRAIN,300.0,False,RESTRAIN,0.26906882498793017,0.0,0.6805081297304074,317.50334077240166
RESTRAIN,300.0,False,RESTRAIN,0.27730730043328644,0.0,0.8146767631398135,235.47714198208186
RESTRAIN,300.0,False,RESTRAIN,0.19543777491464875,0.0,0.20364233300463144,28.830185316207842
RESTRAIN,300.0,False,RESTRAIN,0.1731149361850649,0.0,0.3276767821271903,115.7621267203913
RESTRAIN,300.0,False,RESTRAIN,0.13749627471469816,0.0,0.7131339872500446,126.3355926713876
RESTRAIN,300.0,False,RESTRAIN,0.19063035063665423,0.0,0.2334527070047104,139.77844172272017
RESTRAIN,300.0,False,RESTRAIN,0.23282992270057679,0.0,0.45543677120845366,338.98267412111875
RESTRAIN,300.0,False,RESTRAIN,0.19777511119479485,0.0,0.3991056059904213,12.853206777500352
RESTRAIN,300.0,False,RESTRAIN,0.14646150115822454,0.0,0.5357746446843594,108.78250117851591
RESTRAIN,300.0,False,RESTRAIN,0.19001357976399325,0.0,0.8893825826575767,177.28413168005437
RESTRAIN,300.0,False,RESTRAIN,0.20183174688200944,0.0,0.09334350580515886,31.102568727994417
RESTRAIN,300.0,False,RESTRAIN,0.19758862572582558,0.0,0.4361781451570412,174.07366586307407
RESTRAIN,300.0,False,RESTRAIN,0.13591398529221121,0.0,0.8630881309664054,38.56641019579838
RESTRAIN,300.0,False,RESTRAIN,0.2452293708504265,0.0,0.3130891898652119,301.60159729166537
RESTRAIN,300.0,False,RESTRAIN,0.12624204295007635,0.0,0.6665375798265422,97.23038107256143
RESTRAIN,300.0,False,RESTRAIN,0.20882978057612556,0.0,0.8363433822786532,188.28402570188007
RESTRAIN,300.0,False,RESTRAIN,0.21917360974272304,0.0,0.21654668098138147,222.59442757341526
RESTRAIN,300.0,False,RESTRAIN,0.20079475118207435,0.0,0.07324222850596306,110.06122214056144
RESTRAIN,300.0,False,RESTRAIN,0.20300009177000333,0.0,0.06812372584316762,126.47329192181857
RESTRAIN,300.0,False,RESTRAIN,0.20536257899955979,0.0,0.06569426178195084,183.78577940919408
RESTRAIN,300.0,False,RESTRAIN,0.24696953301115732,0.0,0.31546876749657915,289.9564915842689
RESTRAIN,300.0,False,RESTRAIN,0.20322570095828174,0.0,0.1135931674375419,162.96907572569816
RESTRAIN,300.0,False,RESTRAIN,0.20085493012547417,0.0,0.36452324974578354,176.72253276077092
RESTRAIN,300.0,False,RESTRAIN,0.2420345216580425,0.0,0.6787148199697893,214.51137714315342
RESTRAIN,300.0,False,RESTRAIN,0.19264249811452538,0.0,0.26840357771669354,153.0761183386381
RESTRAIN,300.0,False,RESTRAIN,0.2566635127276943,0.0,0.43147636372780235,261.38820825947727
RESTRAIN,300.0,False,RESTRAIN,0.21041416142965585,0.0,0.1146319172192851,1.7667386258843143
