slip,trip,kappa_n,omega_true,omega_hat,delta_omega,cusum_latency_ms,I_fund_hat
0.03,True,inf,9.42477796076938,12.43373303189006,3.008955071120681,,0.2051619453156108
0.03,True,45.19392495687246,9.42477796076938,-87.46152748811188,96.88630544888126,,0.24881358052153438
0.03,True,682083.5609415123,9.42477796076938,-3.0054970793961715,12.43027504016555,,0.21819427822597512
0.03,True,1638.9590717977442,9.42477796076938,-21.59915110367542,31.0239290644448,,0.18784513695822552
0.03,True,inf,9.42477796076938,4.115422705806053,5.309355254963326,,0.35212141431812155
0.03,True,inf,9.42477796076938,9.743820713405658,0.31904275263627824,,0.15495111637021874
0.03,True,4074.74933605228,9.42477796076938,14.61744083287578,5.1926628721064,,0.5061582255834265
0.03,True,6658.3727020502165,9.42477796076938,-12.35137368778502,21.7761516485544,,0.2999636904542905
0.03,True,inf,9.42477796076938,2.4399104430178766e-05,9.42475356166495,,0.15318591699547512
0.03,True,303.97615311056325,9.42477796076938,-22.004513667671063,31.429291628440442,,0.5476809333599808
