dataset,cell,alpha,Rx,snrV,snrI,loc_err_pct,Rx_err_pct,J_final,n_iters,cpu_ms
pscad,472,0.6,5000.0,40.0,20.0,91.66666666666666,0.4663316282204505,3.6519456313387122e-16,5,59.58642088808119
pscad,473,0.6,5000.0,40.0,30.0,33.19493522632182,0.0,1.255628248612008e-11,4,58.048953069373965
pscad,474,0.6,5000.0,40.0,40.0,34.91043243289025,0.0,1.1309440622843306e-12,5,59.4495520927012
pscad,475,0.6,5000.0,40.0,inf,27.48491525259837,0.0,3.5104349578176416e-12,4,59.555134968832135
pscad,476,0.6,5000.0,inf,20.0,4.2887076300176705,0.0672571552255431,2.1800303930908294e-11,27,68.48580110818148
pscad,477,0.6,5000.0,inf,30.0,33.837275933927444,0.0,2.1068186890610338e-12,4,64.22489788383245
pscad,478,0.6,5000.0,inf,40.0,23.910220276971984,0.0,1.001038687632022e-12,4,50.96042505465448
pscad,479,0.6,5000.0,inf,inf,22.62932255549664,0.0,1.7602579055773475e-12,5,52.640938898548484
pscad,480,0.7,100.0,20.0,20.0,2.700231073308619,0.0,3.4335162030324466e-10,3,50.69308797828853
pscad,481,0.7,100.0,20.0,30.0,0.34834648706386484,0.17927701898604198,7.248199025747869e-18,6,51.40738212503493
pscad,482,0.7,100.0,20.0,40.0,1.9672076241246435,0.0,2.676973689476095e-09,4,48.99407201446593
pscad,483,0.7,100.0,20.0,inf,2.8195740284463477,0.7441268046574692,4.092011929439743e-17,7,55.451294872909784
pscad,484,0.7,100.0,30.0,20.0,0.31873116513219435,0.0,3.933877522584224e-09,4,53.191812010481954
pscad,485,0.7,100.0,30.0,30.0,0.7197814685898799,0.7551075227798805,4.150062889235947e-17,7,51.99474794790149
pscad,486,0.7,100.0,30.0,40.0,1.3622993929980343,1.0106018729152453,3.442425516618308e-17,7,55.95948896370828
pscad,487,0.7,100.0,30.0,inf,1.2290920060423602,0.4954140700411074,3.426776596258983e-17,7,55.099193938076496
pscad,488,0.7,100.0,40.0,20.0,2.6351528182146766,0.0,1.331893697376329e-09,4,52.64545092359185
pscad,489,0.7,100.0,40.0,30.0,0.5384557271684061,0.6093832655714806,4.5972064425897394e-17,7,60.89185504242778
pscad,490,0.7,100.0,40.0,40.0,0.557716371544876,0.5247872836607002,4.835527213075975e-17,7,57.43809207342565
pscad,491,0.7,100.0,40.0,inf,0.9776574435033262,0.5931889294740245,4.6561893371420613e-17,7,55.80177204683423
pscad,492,0.7,100.0,inf,20.0,0.8113433997047099,0.7097038065113281,4.2519965239343183e-17,8,60.46637799590826
pscad,493,0.7,100.0,inf,30.0,0.0627528874214927,0.21943841937564912,1.3687227819637506e-17,6,60.66978280432522
pscad,494,0.7,100.0,inf,40.0,0.15092130739743517,0.5920514741091267,4.642770823590505e-17,7,57.90045112371445
pscad,495,0.7,100.0,inf,inf,0.39082867094954377,0.5550538751928542,3.0041260860053006e-17,8,53.79120004363358
pscad,496,0.7,500.0,20.0,20.0,11.375170283172,2.6499611389866002,1.6855170754603294e-20,7,51.25401495024562
pscad,497,0.7,500.0,20.0,30.0,1.5996723543106883,0.7252677955017021,7.008176724879508e-20,6,51.87369394116104
pscad,498,0.7,500.0,20.0,40.0,6.435680897986407,0.25813232527484614,7.170696201147773e-19,5,54.263214115053415
pscad,499,0.7,500.0,20.0,inf,9.176230623785221,0.6514006868853699,6.00409382049041e-20,6,52.86708194762468
pscad,500,0.7,500.0,30.0,20.0,7.185137000097977,0.28098277626841084,6.086774682352432e-19,5,63.85698402300477
pscad,501,0.7,500.0,30.0,30.0,5.459494361049708,0.6978257272579867,6.72446761918783e-20,6,72.53647199831903
pscad,502,0.7,500.0,30.0,40.0,2.3902749641712764,0.12634132470265058,1.0458975951253409e-19,5,73.03771795704961
pscad,503,0.7,500.0,30.0,inf,10.009529681235426,0.3877481999858219,1.6930106701691433e-20,6,73.69635184295475
pscad,504,0.7,500.0,40.0,20.0,25.534243521855405,0.6673779160488607,6.396594378457123e-20,6,72.79583788476884
pscad,505,0.7,500.0,40.0,30.0,1.063271943899832,0.5598682827601692,3.937774789246337e-20,6,72.15004391036928
pscad,506,0.7,500.0,40.0,40.0,1.1721854633758935,0.6025806370858959,4.657187103701697e-20,6,51.96117493323982
pscad,507,0.7,500.0,40.0,inf,1.485813006283524,0.4863316371005908,3.051188252348226e-20,6,54.26783487200737
pscad,508,0.7,500.0,inf,20.0,25.394051342126104,0.18624167328415525,1.8012639034824857e-19,5,60.80116704106331
pscad,509,0.7,500.0,inf,30.0,1.5137669912081035,0.809249456918667,8.888911000412726e-20,6,58.53988183662295
pscad,510,0.7,500.0,inf,40.0,1.7303334809864062,0.5701094632396575,4.008137037079471e-20,6,60.52907300181687
pscad,511,0.7,500.0,inf,inf,1.0660580322640374,0.5370520642792144,3.6161292609154765e-20,6,54.27615693770349
pscad,512,0.7,1000.0,20.0,20.0,31.153890426555467,0.5317987927273066,8.763591574151223e-19,10,61.90322316251695
pscad,513,0.7,1000.0,20.0,30.0,6.97357540526254,0.9744509120856037,3.078008003918083e-19,12,66.25614711083472
pscad,514,0.7,1000.0,20.0,40.0,34.191412531470476,0.3047297374552841,2.5234652863984527e-19,10,68.03393107838929
pscad,515,0.7,1000.0,20.0,inf,29.74798501465719,0.6187682552826346,2.1009024111777972e-19,11,56.116199819371104
pscad,516,0.7,1000.0,30.0,20.0,11.847195092528011,0.4516831274916058,7.360328068302599e-19,11,51.81360384449363
pscad,517,0.7,1000.0,30.0,30.0,32.098689382712806,0.5769245503344109,1.4445209960088414e-19,11,49.65295596048236
pscad,518,0.7,1000.0,30.0,40.0,1.4702265806401582,0.48904713471432615,5.4163327627889695e-19,11,53.77207207493484
pscad,519,0.7,1000.0,30.0,inf,11.30481882808013,1.3129186889300286,2.3198829511482845e-19,13,61.38589605689049
pscad,520,0.7,1000.0,40.0,20.0,37.98809427162588,0.6460182712894266,8.388781368684742e-19,10,56.7355218809098
pscad,521,0.7,1000.0,40.0,30.0,7.927455401169887,0.6775020650337978,7.942625656849823e-19,11,57.94834904372692
pscad,522,0.7,1000.0,40.0,40.0,1.2737949223766223,0.6058836087238774,8.473194982837135e-19,11,53.31245600245893
pscad,523,0.7,1000.0,40.0,inf,3.772082755514423,0.4631252321696593,5.938684736649094e-19,11,57.09227011539042
pscad,524,0.7,1000.0,inf,20.0,39.64383130299346,0.020072893085261966,2.4450480536760126e-19,8,67.88891507312655
pscad,525,0.7,1000.0,inf,30.0,7.911014921389475,0.28749678295150716,2.567941665230666e-19,11,57.356171077117324
pscad,526,0.7,1000.0,inf,40.0,3.4085039551209024,0.4727803131383098,4.661550362281599e-19,11,55.1909850910306
pscad,527,0.7,1000.0,inf,inf,1.2099377287571997,0.5724526045701055,8.331372880163482e-19,11,57.594065088778734
pscad,528,0.7,2000.0,20.0,20.0,76.5340479047994,2.2977520223533476,5.321152266983153e-19,17,59.222534066066146
pscad,529,0.7,2000.0,20.0,30.0,6.725840307140741,0.6436282987643835,9.182002657776962e-19,31,65.9042599145323
pscad,530,0.7,2000.0,20.0,40.0,35.714285714285715,1.8019293217492192,5.579569021035165e-13,13,60.12417981401086
pscad,531,0.7,2000.0,20.0,inf,35.714285714285715,0.23382203779706287,5.432240123585083e-13,8,54.63060503825545
pscad,532,0.7,2000.0,30.0,20.0,35.714285714285715,2.6889475579447435,3.348297030437234e-12,10,60.34543109126389
pscad,533,0.7,2000.0,30.0,30.0,23.552304017176724,0.17572109440945952,7.373707184158668e-19,22,58.141523972153664
pscad,534,0.7,2000.0,30.0,40.0,7.2889688818321545,1.0424456573790395,8.263873393128144e-19,39,60.96801604144275
pscad,535,0.7,2000.0,30.0,inf,2.6378588790309445,0.6767030369767099,9.752326906621685e-19,35,57.80607811175287
pscad,536,0.7,2000.0,40.0,20.0,35.714285714285715,1.1856690411320643,1.1329001576869996e-11,7,52.98970197327435
pscad,537,0.7,2000.0,40.0,30.0,35.714285714285715,1.1106467664409478,3.1060305246108104e-13,14,57.184178149327636
pscad,538,0.7,2000.0,40.0,40.0,23.523243174768634,0.7789203047212027,8.998134331273139e-19,44,58.12566005624831
pscad,539,0.7,2000.0,40.0,inf,20.698762934031187,0.9059800796710078,8.188355850747717e-19,44,62.67403601668775
pscad,540,0.7,2000.0,inf,20.0,35.714285714285715,0.4888673179034413,1.2890862522742432e-13,11,55.21908192895353
pscad,541,0.7,2000.0,inf,30.0,8.010954468525702,0.556949734418788,9.28433941689654e-19,30,54.97817206196487
pscad,542,0.7,2000.0,inf,40.0,10.23555879321479,0.7568449964941693,8.435681497039622e-19,39,57.02422489412129
pscad,543,0.7,2000.0,inf,inf,18.98649945432886,0.8550701116872688,8.471687926011502e-19,43,63.85856098495424
pscad,544,0.7,5000.0,20.0,20.0,92.85714285714285,3.0891231363792575,4.799534524285042e-12,24,58.56174021027982
pscad,545,0.7,5000.0,20.0,30.0,67.56046369435086,0.0,1.0219989706590364e-12,5,66.75001815892756
pscad,546,0.7,5000.0,20.0,40.0,64.1350739293854,0.0,9.6831939278408e-12,4,57.06322193145752
pscad,547,0.7,5000.0,20.0,inf,92.85714285714285,0.0,1.3996387136154456e-11,1,59.52136195264757
pscad,548,0.7,5000.0,30.0,20.0,11.16681822618913,0.0,1.1307629925332105e-11,8,55.68674788810313
pscad,549,0.7,5000.0,30.0,30.0,44.909747663969604,0.0,2.313440939137456e-13,3,57.78010981157422
pscad,550,0.7,5000.0,30.0,40.0,56.16513560331052,0.0,4.2397725357299757e-13,4,54.27101394161582
pscad,551,0.7,5000.0,30.0,inf,21.25701169970321,0.0,3.558815794257041e-12,3,57.58431018330157
pscad,552,0.7,5000.0,40.0,20.0,30.842868597820097,0.0,4.290829946324027e-12,4,59.85161289572716
pscad,553,0.7,5000.0,40.0,30.0,16.956678815473598,0.0,1.0714060718863388e-12,3,55.75311812572181
pscad,554,0.7,5000.0,40.0,40.0,15.361911410371626,0.0,2.4911991479792346e-12,3,55.69954006932676
pscad,555,0.7,5000.0,40.0,inf,30.82521068033388,0.0,3.4375382040438757e-12,3,55.24604395031929
pscad,556,0.7,5000.0,inf,20.0,92.85714285714285,0.0,2.2916782800997167e-11,1,363.85383596643806
pscad,557,0.7,5000.0,inf,30.0,32.11154276695768,0.0,3.1052750737473087e-12,3,60.51871902309358
pscad,558,0.7,5000.0,inf,40.0,33.47759826981078,0.0,1.7280880387240201e-12,6,57.720857206732035
pscad,559,0.7,5000.0,inf,inf,30.807634757995924,0.0,2.043669043610572e-12,5,56.26465007662773
pscad,560,0.8,100.0,20.0,20.0,0.023278955069316876,0.6173342896894667,4.1751452509768056e-17,7,65.32952608540654
pscad,561,0.8,100.0,20.0,30.0,2.1096530992155276,1.0136122168321293,3.1482576591080665e-17,7,62.49558995477855
pscad,562,0.8,100.0,20.0,40.0,1.1097444074458922,0.37398057957267383,2.0667751805524092e-17,9,65.90931816026568
pscad,563,0.8,100.0,20.0,inf,2.9276967650045393,0.1953276006626652,8.909064653275041e-19,6,58.745955815538764
pscad,564,0.8,100.0,30.0,20.0,0.5035477768200181,0.0,4.7704226542325705e-09,4,58.82533104158938
pscad,565,0.8,100.0,30.0,30.0,0.26173187682093646,0.7573167991252063,3.763650502093284e-17,7,67.94040719978511
pscad,566,0.8,100.0,30.0,40.0,0.046101137158388594,0.7847097552192395,3.695251128876065e-17,7,68.43182886950672
pscad,567,0.8,100.0,30.0,inf,1.5334377831490165,0.9011927015640566,3.429423256895281e-17,7,58.50148084573448
pscad,568,0.8,100.0,40.0,20.0,3.5677006331965297,0.9760799893812759,3.283876148336226e-17,7,61.49500701576471
pscad,569,0.8,100.0,40.0,30.0,2.155482499040434,0.9468562325015171,3.319708895917643e-17,7,59.55041106790304
pscad,570,0.8,100.0,40.0,40.0,0.9445928457797736,0.7542102859346329,3.8059161733672524e-17,7,60.85914606228471
pscad,571,0.8,100.0,40.0,inf,0.7365425425300276,0.7019189764951221,3.9483171227858275e-17,7,57.1702541783452
pscad,572,0.8,100.0,inf,20.0,2.8968079271709524,0.4665366247729139,3.797813624648922e-17,7,57.2611759416759
pscad,573,0.8,100.0,inf,30.0,0.8751006767609287,0.41326712821359024,1.9946850818143033e-17,7,63.888671109452844
pscad,574,0.8,100.0,inf,40.0,0.3664178482286201,0.8378990846540262,3.5684510625447176e-17,7,60.83119590766728
pscad,575,0.8,100.0,inf,inf,0.42753715633367384,0.7273403672763976,3.872905703118069e-17,7,67.25258100777864
pscad,576,0.8,500.0,20.0,20.0,18.74999999999999,0.5996564958196814,5.379747420875168e-10,3,71.62816799245775
pscad,577,0.8,500.0,20.0,30.0,18.74999999999999,0.8352855769067332,1.6118425089883458e-12,4,54.66552800498903
pscad,578,0.8,500.0,20.0,40.0,17.3404623850041,0.6021663727696704,4.031495711326008e-20,6,62.20629112794995
pscad,579,0.8,500.0,20.0,inf,3.3910112025451604,1.5845495208725198,4.845944699143395e-19,6,60.25815894827247
pscad,580,0.8,500.0,30.0,20.0,23.827684834996003,1.1354079154748888,1.1102892399346787e-19,6,60.68406603299081
pscad,581,0.8,500.0,30.0,30.0,1.8518893554912152,0.437255014377638,2.6988209544120402e-20,6,56.83081713505089
pscad,582,0.8,500.0,30.0,40.0,2.588039788296706,0.9505555592064638,1.4079938418039837e-19,6,68.11375101096928
pscad,583,0.8,500.0,30.0,inf,0.1974127271016507,0.7599054544935029,8.822857978816494e-20,6,60.389549005776644
pscad,584,0.8,500.0,40.0,20.0,11.289232240945356,0.11767931905023943,1.985576143426619e-19,5,58.54997714050114
pscad,585,0.8,500.0,40.0,30.0,2.533313796658873,0.366243100981103,1.993937165937224e-20,6,54.39891689456999
pscad,586,0.8,500.0,40.0,40.0,2.2707076275458173,0.6481282876175897,6.34478470383255e-20,6,56.58017285168171
pscad,587,0.8,500.0,40.0,inf,0.9671593185668625,0.6721243726402463,6.670537624729915e-20,6,53.074338007718325
pscad,588,0.8,500.0,inf,20.0,6.314069988984358,0.03537644830911404,3.694921150909076e-20,5,55.6177101098001
pscad,589,0.8,500.0,inf,30.0,4.064126747280197,0.5688031934463311,4.875547590912925e-20,6,54.8790218308568
pscad,590,0.8,500.0,inf,40.0,1.1263705999845497,0.7112543835240785,7.536271316674699e-20,6,56.956839049234986
pscad,591,0.8,500.0,inf,inf,1.3526151330784524,0.6995663589976402,7.247202388509145e-20,6,66.17502518929541
pscad,592,0.8,1000.0,20.0,20.0,14.050143827455397,0.21388000822752246,5.872785251078591e-19,10,62.24446510896087
pscad,593,0.8,1000.0,20.0,30.0,11.262419043638547,0.4817557037448864,5.8810680897127025e-19,11,52.79352213256061
pscad,594,0.8,1000.0,20.0,40.0,14.573229032665349,0.36746639489297195,7.153326057369608e-19,11,62.40810197778046
pscad,595,0.8,1000.0,20.0,inf,40.531637443765455,0.5730322328638067,9.64142979615739e-19,10,61.22640520334244
pscad,596,0.8,1000.0,30.0,20.0,18.74999999999999,0.7186980617459995,1.7731207071191415e-12,5,53.7263669539243
pscad,597,0.8,1000.0,30.0,30.0,10.127123715200469,1.2838508451907273,3.3997816902737503e-19,13,56.74130213446915
pscad,598,0.8,1000.0,30.0,40.0,1.5444879094658608,1.132563266848456,1.9649196306858557e-19,13,66.6853659786284
pscad,599,0.8,1000.0,30.0,inf,0.877464154760435,0.6449636092957121,3.1822240593573865e-19,12,62.383808894082904
pscad,600,0.8,1000.0,40.0,20.0,18.74999999999999,0.9746175415644984,6.825053679296451e-12,5,50.84056896157563
pscad,601,0.8,1000.0,40.0,30.0,0.639867928904303,0.7480626089011821,4.1136236278785994e-19,12,55.33603811636567
pscad,602,0.8,1000.0,40.0,40.0,4.118925961949709,0.8235076826636487,4.412658715802938e-19,12,57.3952691629529
pscad,603,0.8,1000.0,40.0,inf,0.5447316967385069,0.9075639689652121,6.198279999277148e-19,12,65.93275698833168
pscad,604,0.8,1000.0,inf,20.0,13.904977300808419,0.3569737895469302,2.820742497782561e-19,11,59.37393195927143
pscad,605,0.8,1000.0,inf,30.0,18.74999999999999,0.7395998721104433,8.670357920471002e-13,5,54.57156104966998
pscad,606,0.8,1000.0,inf,40.0,4.167575607074994,0.641427232290846,3.4852317828090684e-19,12,54.03797817416489
pscad,607,0.8,1000.0,inf,inf,0.825009918935804,0.7380730625135584,4.2101749083879903e-19,12,60.71368185803294
pscad,608,0.8,2000.0,20.0,20.0,62.0343996378557,0.5441815131159956,7.862628621714925e-19,16,71.23846793547273
pscad,609,0.8,2000.0,20.0,30.0,18.74999999999999,1.6851761876453337,6.597025994034515e-12,9,65.93336816877127
pscad,610,0.8,2000.0,20.0,40.0,77.60286600269792,0.7326040312519921,8.347599615457187e-19,13,55.86669407784939
pscad,611,0.8,2000.0,20.0,inf,18.74999999999999,0.9466879912835111,9.400509746622888e-12,6,60.10842602699995
pscad,612,0.8,2000.0,30.0,20.0,18.74999999999999,1.1742233789346415,7.361884528651604e-12,7,59.44044189527631
pscad,613,0.8,2000.0,30.0,30.0,18.74999999999999,1.5046770216811296,7.528959849965667e-12,7,57.30381002649665
pscad,614,0.8,2000.0,30.0,40.0,18.74999999999999,1.3835674939359364,5.1239204479760834e-12,9,58.035149006173015
pscad,615,0.8,2000.0,30.0,inf,18.74999999999999,0.855634577011665,3.905367798004361e-13,11,67.48272408731282
pscad,616,0.8,2000.0,40.0,20.0,0.9603821569228316,1.9390156667523115,8.577311483767456e-19,44,75.89620305225253
pscad,617,0.8,2000.0,40.0,30.0,26.243230756645737,0.9405794599089632,6.429441781169993e-19,29,64.19234187342227
pscad,618,0.8,2000.0,40.0,40.0,15.021854148007897,0.9803549468535607,7.561727331043481e-19,48,65.77501189894974
pscad,619,0.8,2000.0,40.0,inf,12.990787168291092,1.08183789246458,7.25938047054005e-19,48,65.63403899781406
pscad,620,0.8,2000.0,inf,20.0,28.63360031617891,0.5217910924395938,7.664799822562125e-19,28,65.25088404305279
pscad,621,0.8,2000.0,inf,30.0,18.74999999999999,0.7743671314018229,1.0632316805650115e-12,11,59.039351996034384
pscad,622,0.8,2000.0,inf,40.0,18.74999999999999,1.092028590230757,1.6031010009273511e-13,16,54.922904120758176
pscad,623,0.8,2000.0,inf,inf,18.74999999999999,1.0681296571008034,6.338354323982884e-15,23,54.918207228183746
pscad,624,0.8,5000.0,20.0,20.0,93.75,0.0,3.077075854895791e-11,1,62.049168860539794
pscad,625,0.8,5000.0,20.0,30.0,33.574460483226375,0.0,3.235397171130992e-11,4,62.84034391865134
pscad,626,0.8,5000.0,20.0,40.0,32.58709346879787,0.0,5.7739161768497505e-11,3,62.9972608294338
pscad,627,0.8,5000.0,20.0,inf,21.53817164344389,0.5628303515737207,6.256876952993856e-12,46,69.99670201912522
pscad,628,0.8,5000.0,30.0,20.0,21.09517823872546,1.4349117695460882,1.5853881123983146e-12,71,78.64635600708425
pscad,629,0.8,5000.0,30.0,30.0,71.54974621853204,0.0,2.9407398269890977e-12,4,61.866167932748795
pscad,630,0.8,5000.0,30.0,40.0,45.351080338486774,0.0,4.4662085299967725e-12,4,57.14823794551194
pscad,631,0.8,5000.0,30.0,inf,43.13788852718298,0.0,7.590706122491069e-12,4,66.63655303418636
pscad,632,0.8,5000.0,40.0,20.0,52.49116946382133,0.0,5.2459433027810536e-12,3,65.8841838594526
pscad,633,0.8,5000.0,40.0,30.0,26.418114990031825,0.0,1.3844886317952481e-11,4,53.40465996414423
pscad,634,0.8,5000.0,40.0,40.0,34.26192524664795,0.0,1.0419545479595993e-12,5,56.055847089737654
pscad,635,0.8,5000.0,40.0,inf,34.993374954384244,0.0,2.7621194053636063e-12,3,62.02798220328987
pscad,636,0.8,5000.0,inf,20.0,77.90855461581698,0.0,4.310373341290936e-12,5,57.98437795601785
pscad,637,0.8,5000.0,inf,30.0,36.17585169495163,0.0,4.047384381229078e-12,4,62.60040099732578
pscad,638,0.8,5000.0,inf,40.0,36.30839566353581,0.0,1.6861724065538552e-12,4,63.55908792465925
pscad,639,0.8,5000.0,inf,inf,37.71750132878638,0.0,2.3828052169148258e-12,3,58.031606022268534
pscad,640,0.9,100.0,20.0,20.0,6.825564328422333,2.4200220909226573,6.914043669600919e-18,7,63.563243951648474
pscad,641,0.9,100.0,20.0,30.0,5.555555555555547,0.8101085898857576,2.2303248963755275e-09,3,61.41588604077697
pscad,642,0.9,100.0,20.0,40.0,3.4792532511118197,1.2876495213929928,2.143080303255738e-17,7,62.44147988036275
pscad,643,0.9,100.0,20.0,inf,4.033886919147917,1.4595928527784423,1.9693099903657886e-17,7,64.13013418205082
pscad,644,0.9,100.0,30.0,20.0,0.4848686045720492,0.0,4.1764829954211265e-11,3,63.647659961134195
pscad,645,0.9,100.0,30.0,30.0,0.1121515824520975,1.1901214490665524,2.424175840356483e-17,7,60.39873696863651
pscad,646,0.9,100.0,30.0,40.0,0.9242510030097091,1.5402140643411713,1.7633196307697086e-17,7,56.81192595511675
pscad,647,0.9,100.0,30.0,inf,0.5184777041354524,0.5455518440559217,4.0241087620082906e-17,7,54.561929078772664
pscad,648,0.9,100.0,40.0,20.0,2.176288153615455,1.1597905471211902,2.538193076739835e-17,7,58.27266117557883
pscad,649,0.9,100.0,40.0,30.0,0.6574671346320813,0.8268514196358865,3.243217127986371e-17,7,62.057810137048364
pscad,650,0.9,100.0,40.0,40.0,0.769152454901809,1.018383620734724,2.8148868495857957e-17,7,69.26389900036156
pscad,651,0.9,100.0,40.0,inf,0.8533622441092816,0.9786399727214103,2.909807528392062e-17,7,60.8945160638541
pscad,652,0.9,100.0,inf,20.0,1.037343203636255,0.2463363128543392,1.1516519724443031e-17,6,69.31253895163536
pscad,653,0.9,100.0,inf,30.0,0.39820474115429916,1.020944784590725,2.7802547030331175e-17,7,56.722645880654454
pscad,654,0.9,100.0,inf,40.0,0.9910152030134912,0.9161174791422582,3.0640372987702246e-17,7,56.58849189057946
pscad,655,0.9,100.0,inf,inf,0.45682167799700035,0.9236963388557626,3.0337987144664837e-17,7,55.44444709084928
pscad,656,0.9,500.0,20.0,20.0,12.300521493853497,0.4437906448780609,2.7428047424164335e-20,6,60.51187217235565
pscad,657,0.9,500.0,20.0,30.0,5.555555555555547,0.19839950513112398,1.565004996569473e-10,3,60.54545007646084
pscad,658,0.9,500.0,20.0,40.0,4.410430450484393,2.0815675876679394,5.831181510404188e-21,7,61.81526789441705
pscad,659,0.9,500.0,20.0,inf,10.704721781925436,1.1464697881964867,2.223295329127992e-19,6,66.47107587195933
pscad,660,0.9,500.0,30.0,20.0,3.0840656067847334,0.4218175082229891,2.862174320125662e-20,6,67.6081059500575
pscad,661,0.9,500.0,30.0,30.0,0.7842043701244478,0.9220643317966392,1.4702771255805298e-19,6,62.524117063730955
pscad,662,0.9,500.0,30.0,40.0,3.6955487858850966,1.0423914301852393,1.8989060941182453e-19,6,63.91933700069785
pscad,663,0.9,500.0,30.0,inf,1.1904069660586054,1.0359880012625466,1.927654312993494e-19,6,65.98610687069595
pscad,664,0.9,500.0,40.0,20.0,5.555555555555547,1.100605581595687,8.717249136225112e-14,4,67.10204295814037
pscad,665,0.9,500.0,40.0,30.0,5.0422314166271605,0.9866513059454747,1.7583708119426393e-19,6,58.822060003876686
pscad,666,0.9,500.0,40.0,40.0,0.8437845658565424,0.9288748362314777,1.5075411214798392e-19,6,62.90167500264943
pscad,667,0.9,500.0,40.0,inf,1.5824021900566012,0.9483229247719465,1.5567807076831636e-19,6,62.103919917717576
pscad,668,0.9,500.0,inf,20.0,16.978200678861157,0.7827836342148317,8.757536834565916e-20,6,63.096305122599006
pscad,669,0.9,500.0,inf,30.0,7.574504482984196,0.3133219212995414,1.442479800110369e-20,6,65.4324961360544
pscad,670,0.9,500.0,inf,40.0,0.6597829694591341,0.8821725957799572,1.3342820041155215e-19,6,73.8524419721216
pscad,671,0.9,500.0,inf,inf,1.6123408581462475,0.8843902770233854,1.3337042362686237e-19,6,66.39092415571213
pscad,672,0.9,1000.0,20.0,20.0,5.555555555555547,2.5357929324904718,7.131480799540661e-11,5,62.77151498943567
pscad,673,0.9,1000.0,20.0,30.0,5.555555555555547,0.6891347694428986,7.0910921722738335e-12,5,56.880920892581344
pscad,674,0.9,1000.0,20.0,40.0,21.533172183464817,0.5000900058655248,6.242084294830648e-19,11,64.51365607790649
pscad,675,0.9,1000.0,20.0,inf,5.555555555555547,1.6415489081551413,8.221312739278853e-11,4,59.74548286758363
pscad,676,0.9,1000.0,30.0,20.0,7.280585838032224,0.14537928237820097,4.843792619221507e-19,10,64.01822296902537
pscad,677,0.9,1000.0,30.0,30.0,0.3422423799699,0.6189477238514882,3.9725568150564513e-19,12,56.83190398849547
pscad,678,0.9,1000.0,30.0,40.0,5.555555555555547,1.0925724928611884,1.0370131353958998e-11,5,53.95542201586068
pscad,679,0.9,1000.0,30.0,inf,5.136952861145411,1.1724578090577098,3.2505600448358235e-19,13,57.38929100334644
pscad,680,0.9,1000.0,40.0,20.0,32.2027841169354,0.11916515398989987,7.267768506270832e-19,9,65.70544512942433
pscad,681,0.9,1000.0,40.0,30.0,5.555555555555547,0.9804847671831454,7.746201163082092e-13,5,63.75617394223809
pscad,682,0.9,1000.0,40.0,40.0,2.9422695628968563,0.7361175599940794,5.308304329705675e-19,12,57.45396390557289
pscad,683,0.9,1000.0,40.0,inf,0.0919239626911366,0.8346763706535058,7.406162090161764e-19,12,56.03635194711387
pscad,684,0.9,1000.0,inf,20.0,5.555555555555547,0.45870045697697603,1.2923872869523696e-11,3,60.25798083283007
pscad,685,0.9,1000.0,inf,30.0,5.555555555555547,1.1631834515410673,1.855783186275636e-13,7,61.744132079184055
pscad,686,0.9,1000.0,inf,40.0,5.555555555555547,1.0340911273588744,8.782857243597956e-14,7,55.930780014023185
pscad,687,0.9,1000.0,inf,inf,0.5131964096534035,0.9263412630993344,9.380496649055629e-19,12,58.43325098976493
pscad,688,0.9,2000.0,20.0,20.0,5.555555555555547,1.0523806070161754,5.653967428425559e-11,4,59.55779901705682
pscad,689,0.9,2000.0,20.0,30.0,4.515485719446377,0.3038812696671357,9.008972763144956e-19,39,68.16198001615703
pscad,690,0.9,2000.0,20.0,40.0,5.555555555555547,0.8219549055713855,3.985397142642509e-13,4,59.447930194437504
pscad,691,0.9,2000.0,20.0,inf,66.21861149647405,0.2424442795619143,9.161561815269027e-19,14,60.81444607116282
pscad,692,0.9,2000.0,30.0,20.0,76.29269425045703,0.3980448858773798,5.079518074818801e-19,13,65.59675303287804
pscad,693,0.9,2000.0,30.0,30.0,5.555555555555547,2.177957300600826,4.107713137650454e-12,10,60.102881863713264
pscad,694,0.9,2000.0,30.0,40.0,5.555555555555547,0.48966962178351425,2.5189340283937915e-12,6,61.07481592334807
pscad,695,0.9,2000.0,30.0,inf,5.555555555555547,1.7364730656827192,5.876000129647506e-12,10,67.54017202183604
pscad,696,0.9,2000.0,40.0,20.0,28.001429606628555,0.8024380256422206,6.1686348690584e-19,35,70.99766586907208
pscad,697,0.9,2000.0,40.0,30.0,5.555555555555547,0.9459563027276431,7.662848579912713e-12,7,62.892707996070385
pscad,698,0.9,2000.0,40.0,40.0,5.555555555555547,1.0831106578463163,2.9947199044371176e-13,14,65.87087688967586
pscad,699,0.9,2000.0,40.0,inf,5.555555555555547,1.1209523548217248,8.791887869107372e-13,13,59.15503017604351
pscad,700,0.9,2000.0,inf,20.0,5.555555555555547,0.8881365074636847,2.230389400242864e-11,5,57.34536098316312
pscad,701,0.9,2000.0,inf,30.0,5.555555555555547,1.0656822366587675,1.6092574807861131e-12,12,60.806077904999256
pscad,702,0.9,2000.0,inf,40.0,5.555555555555547,0.9171296260498025,1.8011254418624294e-12,10,58.640564093366265
pscad,703,0.9,2000.0,inf,inf,5.555555555555547,1.072067330597804,7.285681021331214e-13,13,58.98639606311917
pscad,704,0.9,5000.0,20.0,20.0,70.04936791437969,0.0,1.2611786149989337e-10,4,55.28861517086625
