dataset,cell,alpha,Rx,snrV,snrI,loc_err_p1,loc_err_p2_mean,loc_improvement_frac,loc_improvement_pct
emtp,544,0.700,5000.0,20.0,20.0,10.566098,99.985714,-8.462880,-846.2880
emtp,545,0.700,5000.0,20.0,30.0,22.217461,99.985714,-3.500321,-350.0321
emtp,546,0.700,5000.0,20.0,40.0,72.464981,99.985714,-0.379780,-37.9780
emtp,547,0.700,5000.0,20.0,inf,49.656995,99.985714,-1.013527,-101.3527
emtp,548,0.700,5000.0,30.0,20.0,67.315827,99.985714,-0.485323,-48.5323
emtp,549,0.700,5000.0,30.0,30.0,76.148965,99.985714,-0.313028,-31.3028
emtp,550,0.700,5000.0,30.0,40.0,45.217790,99.985714,-1.211203,-121.1203
emtp,551,0.700,5000.0,30.0,inf,31.927793,99.985714,-2.131620,-213.1620
emtp,552,0.700,5000.0,40.0,20.0,92.857143,99.985714,-0.076769,-7.6769
emtp,553,0.700,5000.0,40.0,30.0,40.724043,99.985714,-1.455201,-145.5201
emtp,554,0.700,5000.0,40.0,40.0,30.635517,99.985714,-2.263719,-226.3719
emtp,555,0.700,5000.0,40.0,inf,34.651755,99.985714,-1.885444,-188.5444
emtp,556,0.700,5000.0,inf,20.0,9.798649,99.985714,-9.204031,-920.4031
emtp,557,0.700,5000.0,inf,30.0,18.352860,99.985714,-4.447964,-444.7964
emtp,558,0.700,5000.0,inf,40.0,29.059086,99.985714,-2.440773,-244.0773
emtp,559,0.700,5000.0,inf,inf,30.807542,99.985714,-2.245495,-224.5495
emtp,560,0.800,100.0,20.0,20.0,6.985406,13.972306,-1.000214,-100.0214
emtp,561,0.800,100.0,20.0,30.0,2.030944,6.341586,-2.122483,-212.2483
emtp,562,0.800,100.0,20.0,40.0,3.354425,5.161028,-0.538573,-53.8573
emtp,563,0.800,100.0,20.0,inf,5.923769,12.714011,-1.146271,-114.6271
emtp,564,0.800,100.0,30.0,20.0,3.577306,3.915873,-0.094643,-9.4643
emtp,565,0.800,100.0,30.0,30.0,1.122984,6.441622,-4.736163,-473.6163
emtp,566,0.800,100.0,30.0,40.0,0.121147,7.693395,-62.504381,-6250.4381
emtp,567,0.800,100.0,30.0,inf,0.043274,7.688158,-176.662443,-17666.2443
emtp,568,0.800,100.0,40.0,20.0,3.039666,11.404119,-2.751767,-275.1767
emtp,569,0.800,100.0,40.0,30.0,2.349518,6.291784,-1.677904,-167.7904
emtp,570,0.800,100.0,40.0,40.0,0.748877,7.552920,-9.085663,-908.5663
emtp,571,0.800,100.0,40.0,inf,0.523981,8.836929,-15.864995,-1586.4995
emtp,572,0.800,100.0,inf,20.0,3.405429,4.999135,-0.467990,-46.7990
emtp,573,0.800,100.0,inf,30.0,0.976069,8.930881,-8.149841,-814.9841
emtp,574,0.800,100.0,inf,40.0,0.252926,7.636559,-29.192800,-2919.2800
emtp,575,0.800,100.0,inf,inf,0.427491,8.679632,-19.303652,-1930.3652
emtp,576,0.800,500.0,20.0,20.0,27.610810,24.074041,0.128094,12.8094
emtp,577,0.800,500.0,20.0,30.0,14.636386,11.421641,0.219641,21.9641
emtp,578,0.800,500.0,20.0,40.0,22.551555,17.796147,0.210868,21.0868
emtp,579,0.800,500.0,20.0,inf,5.287637,11.188576,-1.115988,-111.5988
emtp,580,0.800,500.0,30.0,20.0,22.234934,20.220815,0.090584,9.0584
emtp,581,0.800,500.0,30.0,30.0,1.533218,4.830088,-2.150294,-215.0294
emtp,582,0.800,500.0,30.0,40.0,1.463520,4.863926,-2.323443,-232.3443
emtp,583,0.800,500.0,30.0,inf,3.507446,1.240250,0.646395,64.6395
emtp,584,0.800,500.0,40.0,20.0,18.750000,24.987500,-0.332667,-33.2667
emtp,585,0.800,500.0,40.0,30.0,2.103776,6.290223,-1.989969,-198.9969
emtp,586,0.800,500.0,40.0,40.0,2.164759,2.445979,-0.129908,-12.9908
emtp,587,0.800,500.0,40.0,inf,2.196899,2.410910,-0.097415,-9.7415
emtp,588,0.800,500.0,inf,20.0,6.111112,8.779454,-0.436638,-43.6638
emtp,589,0.800,500.0,inf,30.0,0.257711,4.895176,-17.994803,-1799.4803
emtp,590,0.800,500.0,inf,40.0,2.407137,2.386433,0.008601,0.8601
emtp,591,0.800,500.0,inf,inf,1.352502,3.620678,-1.677023,-167.7023
emtp,592,0.800,1000.0,20.0,20.0,18.750000,24.987500,-0.332667,-33.2667
emtp,593,0.800,1000.0,20.0,30.0,14.244236,99.987500,-6.019506,-601.9506
emtp,594,0.800,1000.0,20.0,40.0,0.982807,11.630436,-10.833900,-1083.3900
emtp,595,0.800,1000.0,20.0,inf,1.796473,12.506148,-5.961502,-596.1502
emtp,596,0.800,1000.0,30.0,20.0,18.750000,24.987500,-0.332667,-33.2667
emtp,597,0.800,1000.0,30.0,30.0,10.059928,99.987500,-8.939187,-893.9187
emtp,598,0.800,1000.0,30.0,40.0,18.750000,24.987500,-0.332667,-33.2667
emtp,599,0.800,1000.0,30.0,inf,6.758291,99.987500,-13.794791,-1379.4791
emtp,600,0.800,1000.0,40.0,20.0,13.553658,99.987500,-6.377160,-637.7160
emtp,601,0.800,1000.0,40.0,30.0,2.757797,99.987500,-35.256296,-3525.6296
emtp,602,0.800,1000.0,40.0,40.0,8.265012,99.987500,-11.097683,-1109.7683
emtp,603,0.800,1000.0,40.0,inf,5.413302,99.987500,-17.470705,-1747.0705
emtp,604,0.800,1000.0,inf,20.0,18.750000,24.987500,-0.332667,-33.2667
emtp,605,0.800,1000.0,inf,30.0,16.506642,24.987500,-0.513785,-51.3785
emtp,606,0.800,1000.0,inf,40.0,2.883690,99.987500,-33.673456,-3367.3456
emtp,607,0.800,1000.0,inf,inf,0.825331,8.835834,-9.705804,-970.5804
emtp,608,0.800,2000.0,20.0,20.0,18.750000,24.987500,-0.332667,-33.2667
emtp,609,0.800,2000.0,20.0,30.0,18.750000,24.987500,-0.332667,-33.2667
emtp,610,0.800,2000.0,20.0,40.0,64.749940,29.461553,0.544995,54.4995
emtp,611,0.800,2000.0,20.0,inf,63.732316,87.404614,-0.371433,-37.1433
emtp,612,0.800,2000.0,30.0,20.0,90.319218,61.374791,0.320468,32.0468
emtp,613,0.800,2000.0,30.0,30.0,18.750000,24.987500,-0.332667,-33.2667
emtp,614,0.800,2000.0,30.0,40.0,18.750000,17.209948,0.082136,8.2136
emtp,615,0.800,2000.0,30.0,inf,18.750000,6.020470,0.678908,67.8908
emtp,616,0.800,2000.0,40.0,20.0,16.818352,0.340118,0.979777,97.9777
emtp,617,0.800,2000.0,40.0,30.0,18.750000,2.683650,0.856872,85.6872
emtp,618,0.800,2000.0,40.0,40.0,18.750000,8.229157,0.561112,56.1112
emtp,619,0.800,2000.0,40.0,inf,18.750000,4.895459,0.738909,73.8909
emtp,620,0.800,2000.0,inf,20.0,42.814543,31.812354,0.256973,25.6973
emtp,621,0.800,2000.0,inf,30.0,18.750000,2.438201,0.869963,86.9963
emtp,622,0.800,2000.0,inf,40.0,18.750000,3.659781,0.804812,80.4812
emtp,623,0.800,2000.0,inf,inf,18.750000,1.256056,0.933010,93.3010
emtp,624,0.800,5000.0,20.0,20.0,93.750000,99.987500,-0.066533,-6.6533
emtp,625,0.800,5000.0,20.0,30.0,93.750000,99.987500,-0.066533,-6.6533
emtp,626,0.800,5000.0,20.0,40.0,63.982133,99.987500,-0.562741,-56.2741
emtp,627,0.800,5000.0,20.0,inf,20.201666,99.987500,-3.949468,-394.9468
emtp,628,0.800,5000.0,30.0,20.0,21.729923,99.987500,-3.601374,-360.1374
emtp,629,0.800,5000.0,30.0,30.0,21.775335,99.987500,-3.591778,-359.1778
emtp,630,0.800,5000.0,30.0,40.0,50.412646,99.987500,-0.983381,-98.3381
emtp,631,0.800,5000.0,30.0,inf,38.954808,99.987500,-1.566756,-156.6756
emtp,632,0.800,5000.0,40.0,20.0,21.667688,99.987500,-3.614590,-361.4590
emtp,633,0.800,5000.0,40.0,30.0,36.930806,99.987500,-1.707428,-170.7428
emtp,634,0.800,5000.0,40.0,40.0,30.388245,99.987500,-2.290335,-229.0335
emtp,635,0.800,5000.0,40.0,inf,43.725970,99.987500,-1.286685,-128.6685
emtp,636,0.800,5000.0,inf,20.0,21.794790,99.987500,-3.587679,-358.7679
emtp,637,0.800,5000.0,inf,30.0,21.770421,99.987500,-3.592814,-359.2814
emtp,638,0.800,5000.0,inf,40.0,40.396013,99.987500,-1.475182,-147.5182
emtp,639,0.800,5000.0,inf,inf,37.717430,99.987500,-1.650963,-165.0963
emtp,640,0.900,100.0,20.0,20.0,5.474536,1.218840,0.777362,77.7362
emtp,641,0.900,100.0,20.0,30.0,1.027362,6.973405,-5.787683,-578.7683
emtp,642,0.900,100.0,20.0,40.0,1.598969,4.636005,-1.899372,-189.9372
emtp,643,0.900,100.0,20.0,inf,1.763041,5.651311,-2.205435,-220.5435
emtp,644,0.900,100.0,30.0,20.0,3.924537,9.305545,-1.371119,-137.1119
emtp,645,0.900,100.0,30.0,30.0,0.239701,7.927274,-32.071492,-3207.1492
emtp,646,0.900,100.0,30.0,40.0,0.109068,6.957524,-62.790666,-6279.0666
emtp,647,0.900,100.0,30.0,inf,0.056729,7.951621,-139.167305,-13916.7305
emtp,648,0.900,100.0,40.0,20.0,3.588198,4.716475,-0.314441,-31.4441
emtp,649,0.900,100.0,40.0,30.0,0.047041,6.903694,-145.758622,-14575.8622
emtp,650,0.900,100.0,40.0,40.0,0.146786,6.940234,-46.281168,-4628.1168
emtp,651,0.900,100.0,40.0,inf,0.231831,6.915551,-28.830089,-2883.0089
emtp,652,0.900,100.0,inf,20.0,0.158034,9.091346,-56.527844,-5652.7844
emtp,653,0.900,100.0,inf,30.0,0.287210,7.972721,-26.759201,-2675.9201
emtp,654,0.900,100.0,inf,40.0,0.575203,6.891227,-10.980516,-1098.0516
emtp,655,0.900,100.0,inf,inf,0.456764,7.847505,-16.180675,-1618.0675
emtp,656,0.900,500.0,20.0,20.0,2.339690,10.430028,-3.457867,-345.7867
emtp,657,0.900,500.0,20.0,30.0,3.605238,8.988521,-1.493183,-149.3183
emtp,658,0.900,500.0,20.0,40.0,5.555556,11.063678,-0.991462,-99.1462
emtp,659,0.900,500.0,20.0,inf,5.555556,11.100000,-0.998000,-99.8000
emtp,660,0.900,500.0,30.0,20.0,13.049608,8.943576,0.314648,31.4648
emtp,661,0.900,500.0,30.0,30.0,3.287434,9.174355,-1.790734,-179.0734
emtp,662,0.900,500.0,30.0,40.0,2.473597,7.894280,-2.191417,-219.1417
emtp,663,0.900,500.0,30.0,inf,3.443586,9.257358,-1.688290,-168.8290
emtp,664,0.900,500.0,40.0,20.0,2.263600,5.635469,-1.489604,-148.9604
emtp,665,0.900,500.0,40.0,30.0,1.667670,2.333316,-0.399147,-39.9147
emtp,666,0.900,500.0,40.0,40.0,1.367864,4.488037,-2.281056,-228.1056
emtp,667,0.900,500.0,40.0,inf,1.112258,4.507952,-3.052974,-305.2974
emtp,668,0.900,500.0,inf,20.0,5.555556,11.078819,-0.994187,-99.4187
emtp,669,0.900,500.0,inf,30.0,0.373844,6.724122,-16.986440,-1698.6440
emtp,670,0.900,500.0,inf,40.0,1.686495,3.423436,-1.029912,-102.9912
emtp,671,0.900,500.0,inf,inf,1.612198,3.436277,-1.131424,-113.1424
emtp,672,0.900,1000.0,20.0,20.0,5.555556,11.100000,-0.998000,-99.8000
emtp,673,0.900,1000.0,20.0,30.0,5.555556,11.100000,-0.998000,-99.8000
emtp,674,0.900,1000.0,20.0,40.0,60.009151,34.903825,0.418358,41.8358
emtp,675,0.900,1000.0,20.0,inf,5.555556,11.100000,-0.998000,-99.8000
emtp,676,0.900,1000.0,30.0,20.0,5.555556,11.100000,-0.998000,-99.8000
emtp,677,0.900,1000.0,30.0,30.0,5.555556,11.100000,-0.998000,-99.8000
emtp,678,0.900,1000.0,30.0,40.0,15.433363,99.988889,-5.478749,-547.8749
emtp,679,0.900,1000.0,30.0,inf,5.555556,11.100000,-0.998000,-99.8000
emtp,680,0.900,1000.0,40.0,20.0,5.555556,11.100000,-0.998000,-99.8000
emtp,681,0.900,1000.0,40.0,30.0,2.003775,11.100000,-4.539545,-453.9545
emtp,682,0.900,1000.0,40.0,40.0,0.669800,99.988889,-148.281715,-14828.1715
emtp,683,0.900,1000.0,40.0,inf,5.555556,11.100000,-0.998000,-99.8000
emtp,684,0.900,1000.0,inf,20.0,5.555556,11.100000,-0.998000,-99.8000
emtp,685,0.900,1000.0,inf,30.0,5.555556,11.100000,-0.998000,-99.8000
emtp,686,0.900,1000.0,inf,40.0,0.596523,99.988889,-166.619447,-16661.9447
emtp,687,0.900,1000.0,inf,inf,0.513604,16.413253,-30.957017,-3095.7017
emtp,688,0.900,2000.0,20.0,20.0,5.555556,0.142809,0.974294,97.4294
emtp,689,0.900,2000.0,20.0,30.0,13.190082,17.693345,-0.341413,-34.1413
emtp,690,0.900,2000.0,20.0,40.0,31.150350,22.390588,0.281209,28.1209
emtp,691,0.900,2000.0,20.0,inf,62.917543,66.197391,-0.052129,-5.2129
emtp,692,0.900,2000.0,30.0,20.0,5.555556,9.253801,-0.665684,-66.5684
emtp,693,0.900,2000.0,30.0,30.0,5.555556,11.365483,-1.045787,-104.5787
emtp,694,0.900,2000.0,30.0,40.0,5.555556,3.005477,0.459014,45.9014
emtp,695,0.900,2000.0,30.0,inf,9.988293,16.733110,-0.675272,-67.5272
emtp,696,0.900,2000.0,40.0,20.0,5.555556,11.100000,-0.998000,-99.8000
emtp,697,0.900,2000.0,40.0,30.0,5.555556,2.991815,0.461473,46.1473
emtp,698,0.900,2000.0,40.0,40.0,5.555556,0.180770,0.967461,96.7461
emtp,699,0.900,2000.0,40.0,inf,5.555556,1.611894,0.709859,70.9859
emtp,700,0.900,2000.0,inf,20.0,55.765091,56.118669,-0.006340,-0.6340
emtp,701,0.900,2000.0,inf,30.0,5.991533,15.465734,-1.581265,-158.1265
emtp,702,0.900,2000.0,inf,40.0,5.555556,3.145833,0.433750,43.3750
emtp,703,0.900,2000.0,inf,inf,5.555556,2.850038,0.486993,48.6993
emtp,704,0.900,5000.0,20.0,20.0,56.121153,99.988889,-0.781661,-78.1661
emtp,705,0.900,5000.0,20.0,30.0,59.805459,99.988889,-0.671902,-67.1902
emtp,706,0.900,5000.0,20.0,40.0,88.421565,99.988889,-0.130820,-13.0820
emtp,707,0.900,5000.0,20.0,inf,40.677154,99.988889,-1.458109,-145.8109
emtp,708,0.900,5000.0,30.0,20.0,45.556801,99.988889,-1.194818,-119.4818
emtp,709,0.900,5000.0,30.0,30.0,30.481239,99.988889,-2.280342,-228.0342
emtp,710,0.900,5000.0,30.0,40.0,47.754025,99.988889,-1.093832,-109.3832
emtp,711,0.900,5000.0,30.0,inf,62.234561,99.988889,-0.606646,-60.6646
emtp,712,0.900,5000.0,40.0,20.0,46.815730,99.988889,-1.135797,-113.5797
emtp,713,0.900,5000.0,40.0,30.0,33.705463,99.988889,-1.966548,-196.6548
emtp,714,0.900,5000.0,40.0,40.0,40.797071,99.988889,-1.450884,-145.0884
emtp,715,0.900,5000.0,40.0,inf,42.992226,99.988889,-1.325743,-132.5743
emtp,716,0.900,5000.0,inf,20.0,94.027817,99.988889,-0.063397,-6.3397
emtp,717,0.900,5000.0,inf,30.0,31.514653,99.988889,-2.172775,-217.2775
emtp,718,0.900,5000.0,inf,40.0,46.399773,99.988889,-1.154943,-115.4943
emtp,719,0.900,5000.0,inf,inf,43.737785,99.988889,-1.286099,-128.6099
ref50,0,0.100,100.0,20.0,20.0,13.546906,32.705576,-1.414247,-141.4247
ref50,1,0.100,100.0,20.0,30.0,1.190795,52.611313,-43.181672,-4318.1672
ref50,2,0.100,100.0,20.0,40.0,31.072897,74.308801,-1.391435,-139.1435
ref50,3,0.100,100.0,20.0,inf,8.907158,53.726138,-5.031794,-503.1794
ref50,4,0.100,100.0,30.0,20.0,26.714297,22.233564,0.167728,16.7728
ref50,5,0.100,100.0,30.0,30.0,7.624237,53.401785,-6.004214,-600.4214
ref50,6,0.100,100.0,30.0,40.0,4.542456,43.203027,-8.510940,-851.0940
ref50,7,0.100,100.0,30.0,inf,4.077648,43.014009,-9.548730,-954.8730
ref50,8,0.100,100.0,40.0,20.0,34.165757,83.204154,-1.435308,-143.5308
ref50,9,0.100,100.0,40.0,30.0,2.143546,52.883888,-23.671214,-2367.1214
ref50,10,0.100,100.0,40.0,40.0,1.660873,43.615130,-25.260358,-2526.0358
ref50,11,0.100,100.0,40.0,inf,2.810181,43.282278,-14.401955,-1440.1955
ref50,12,0.100,100.0,inf,20.0,45.757434,103.498998,-1.261906,-126.1906
ref50,13,0.100,100.0,inf,30.0,3.506478,43.670384,-11.454200,-1145.4200
ref50,14,0.100,100.0,inf,40.0,2.591605,52.777107,-19.364645,-1936.4645
ref50,15,0.100,100.0,inf,inf,0.564731,52.333051,-91.668980,-9166.8980
ref50,16,0.100,500.0,20.0,20.0,50.000000,99.900000,-0.998000,-99.8000
ref50,17,0.100,500.0,20.0,30.0,50.000000,89.974262,-0.799485,-79.9485
ref50,18,0.100,500.0,20.0,40.0,50.000000,99.900000,-0.998000,-99.8000
ref50,19,0.100,500.0,20.0,inf,206.553971,202.641830,0.018940,1.8940
ref50,20,0.100,500.0,30.0,20.0,50.000000,99.900000,-0.998000,-99.8000
ref50,21,0.100,500.0,30.0,30.0,25.254022,0.307179,0.987836,98.7836
ref50,22,0.100,500.0,30.0,40.0,30.027492,9.941983,0.668904,66.8904
ref50,23,0.100,500.0,30.0,inf,1.876298,29.062689,-14.489377,-1448.9377
ref50,24,0.100,500.0,40.0,20.0,169.116053,162.445960,0.039441,3.9441
ref50,25,0.100,500.0,40.0,30.0,16.390331,9.206888,0.438273,43.8273
ref50,26,0.100,500.0,40.0,40.0,6.628240,19.051345,-1.874269,-187.4269
ref50,27,0.100,500.0,40.0,inf,1.075703,20.214159,-17.791577,-1779.1577
ref50,28,0.100,500.0,inf,20.0,152.150501,141.878897,0.067509,6.7509
ref50,29,0.100,500.0,inf,30.0,38.343331,20.010064,0.478134,47.8134
ref50,30,0.100,500.0,inf,40.0,13.081326,9.938886,0.240223,24.0223
ref50,31,0.100,500.0,inf,inf,14.180686,9.571758,0.325014,32.5014
ref50,32,0.100,1000.0,20.0,20.0,412.192009,99.900000,0.757637,75.7637
ref50,33,0.100,1000.0,20.0,30.0,1.887229,395.566293,-208.601636,-20860.1636
ref50,34,0.100,1000.0,20.0,40.0,50.000000,99.900000,-0.998000,-99.8000
ref50,35,0.100,1000.0,20.0,inf,50.000000,99.900000,-0.998000,-99.8000
ref50,36,0.100,1000.0,30.0,20.0,56.342904,99.900000,-0.773072,-77.3072
ref50,37,0.100,1000.0,30.0,30.0,50.000000,99.900000,-0.998000,-99.8000
ref50,38,0.100,1000.0,30.0,40.0,26.925364,99.900000,-2.710256,-271.0256
ref50,39,0.100,1000.0,30.0,inf,30.460687,99.900000,-2.279637,-227.9637
ref50,40,0.100,1000.0,40.0,20.0,50.000000,99.900000,-0.998000,-99.8000
ref50,41,0.100,1000.0,40.0,30.0,104.450222,99.900000,0.043564,4.3564
ref50,42,0.100,1000.0,40.0,40.0,26.345631,99.900000,-2.791900,-279.1900
ref50,43,0.100,1000.0,40.0,inf,7.232518,99.900000,-12.812616,-1281.2616
ref50,44,0.100,1000.0,inf,20.0,394.367636,99.900000,0.746683,74.6683
ref50,45,0.100,1000.0,inf,30.0,81.737991,99.900000,-0.222198,-22.2198
ref50,46,0.100,1000.0,inf,40.0,18.591808,99.900000,-4.373334,-437.3334
ref50,47,0.100,1000.0,inf,inf,48.174995,438.960080,-8.111782,-811.1782
ref50,48,0.100,2000.0,20.0,20.0,50.000000,99.900000,-0.998000,-99.8000
ref50,49,0.100,2000.0,20.0,30.0,18.127382,159.967666,-7.824642,-782.4642
ref50,50,0.100,2000.0,20.0,40.0,850.000000,738.749305,0.130883,13.0883
ref50,51,0.100,2000.0,20.0,inf,224.176806,193.236453,0.138018,13.8018
ref50,52,0.100,2000.0,30.0,20.0,187.486451,302.428563,-0.613069,-61.3069
ref50,53,0.100,2000.0,30.0,30.0,429.482251,465.955038,-0.084923,-8.4923
ref50,54,0.100,2000.0,30.0,40.0,102.318895,181.439536,-0.773275,-77.3275
ref50,55,0.100,2000.0,30.0,inf,119.118788,282.535717,-1.371882,-137.1882
ref50,56,0.100,2000.0,40.0,20.0,12.785690,130.695245,-9.221994,-922.1994
ref50,57,0.100,2000.0,40.0,30.0,154.184992,272.441918,-0.766981,-76.6981
ref50,58,0.100,2000.0,40.0,40.0,142.601228,242.274348,-0.698964,-69.8964
ref50,59,0.100,2000.0,40.0,inf,218.309053,314.325068,-0.439817,-43.9817
ref50,60,0.100,2000.0,inf,20.0,572.655868,508.369744,0.112260,11.2260
ref50,61,0.100,2000.0,inf,30.0,157.300202,212.574512,-0.351394,-35.1394
ref50,62,0.100,2000.0,inf,40.0,157.246810,282.599089,-0.797169,-79.7169
ref50,63,0.100,2000.0,inf,inf,135.231469,242.497188,-0.793201,-79.3201
ref50,64,0.100,5000.0,20.0,20.0,528.244592,99.900000,0.810883,81.0883
ref50,65,0.100,5000.0,20.0,30.0,533.694312,99.900000,0.812814,81.2814
ref50,66,0.100,5000.0,20.0,40.0,140.191360,99.900000,0.287403,28.7403
ref50,67,0.100,5000.0,20.0,inf,100.741710,99.900000,0.008355,0.8355
ref50,68,0.100,5000.0,30.0,20.0,50.000000,99.900000,-0.998000,-99.8000
ref50,69,0.100,5000.0,30.0,30.0,218.305057,99.900000,0.542383,54.2383
ref50,70,0.100,5000.0,30.0,40.0,177.211544,99.900000,0.436267,43.6267
ref50,71,0.100,5000.0,30.0,inf,45.468282,99.900000,-1.197136,-119.7136
ref50,72,0.100,5000.0,40.0,20.0,47.890560,99.900000,-1.086006,-108.6006
ref50,73,0.100,5000.0,40.0,30.0,213.261559,99.900000,0.531561,53.1561
ref50,74,0.100,5000.0,40.0,40.0,197.218928,99.900000,0.493456,49.3456
ref50,75,0.100,5000.0,40.0,inf,221.077434,99.900000,0.548122,54.8122
ref50,76,0.100,5000.0,inf,20.0,421.457792,99.900000,0.762966,76.2966
ref50,77,0.100,5000.0,inf,30.0,151.310582,99.900000,0.339769,33.9769
ref50,78,0.100,5000.0,inf,40.0,194.252560,99.900000,0.485721,48.5721
ref50,79,0.100,5000.0,inf,inf,182.074252,99.900000,0.451323,45.1323
ref50,80,0.200,100.0,20.0,20.0,25.385375,3.044565,0.880066,88.0066
ref50,81,0.200,100.0,20.0,30.0,4.105146,22.314373,-4.435708,-443.5708
ref50,82,0.200,100.0,20.0,40.0,5.711940,32.005481,-4.603259,-460.3259
ref50,83,0.200,100.0,20.0,inf,8.161632,17.198029,-1.107180,-110.7180
ref50,84,0.200,100.0,30.0,20.0,7.092607,37.090570,-4.229469,-422.9469
ref50,85,0.200,100.0,30.0,30.0,3.557222,21.938131,-5.167208,-516.7208
ref50,86,0.200,100.0,30.0,40.0,2.126199,22.099833,-9.394057,-939.4057
ref50,87,0.200,100.0,30.0,inf,6.683345,17.105547,-1.559429,-155.9429
ref50,88,0.200,100.0,40.0,20.0,25.486572,52.498235,-1.059839,-105.9839
ref50,89,0.200,100.0,40.0,30.0,0.058955,27.083260,-458.390197,-45839.0197
ref50,90,0.200,100.0,40.0,40.0,1.119898,26.928164,-23.045183,-2304.5183
ref50,91,0.200,100.0,40.0,inf,0.486802,26.832643,-54.120272,-5412.0272
ref50,92,0.200,100.0,inf,20.0,1.166484,22.124837,-17.967114,-1796.7114
ref50,93,0.200,100.0,inf,30.0,1.363515,27.177385,-18.931852,-1893.1852
ref50,94,0.200,100.0,inf,40.0,0.534701,26.833096,-49.183366,-4918.3366
ref50,95,0.200,100.0,inf,inf,0.082925,26.790178,-322.066762,-32206.6762
ref50,96,0.200,500.0,20.0,20.0,60.013287,64.874438,-0.081001,-8.1001
ref50,97,0.200,500.0,20.0,30.0,29.741284,44.440877,-0.494249,-49.4249
ref50,98,0.200,500.0,20.0,40.0,18.732213,29.921168,-0.597311,-59.7311
ref50,99,0.200,500.0,20.0,inf,4.088874,13.997094,-2.423215,-242.3215
ref50,100,0.200,500.0,30.0,20.0,63.540337,61.579234,0.030864,3.0864
ref50,101,0.200,500.0,30.0,30.0,16.493119,10.830034,0.343361,34.3361
ref50,102,0.200,500.0,30.0,40.0,0.642282,4.443975,-5.919040,-591.9040
ref50,103,0.200,500.0,30.0,inf,48.238325,46.185255,0.042561,4.2561
ref50,104,0.200,500.0,40.0,20.0,25.044534,21.278620,0.150369,15.0369
ref50,105,0.200,500.0,40.0,30.0,17.826658,24.854344,-0.394223,-39.4223
ref50,106,0.200,500.0,40.0,40.0,15.113980,10.585142,0.299646,29.9646
ref50,107,0.200,500.0,40.0,inf,3.751337,4.119561,-0.098158,-9.8158
ref50,108,0.200,500.0,inf,20.0,22.571957,16.329195,0.276572,27.6572
ref50,109,0.200,500.0,inf,30.0,12.593974,5.930380,0.529110,52.9110
ref50,110,0.200,500.0,inf,40.0,4.673740,3.848612,0.176546,17.6546
ref50,111,0.200,500.0,inf,inf,4.841549,3.881813,0.198229,19.8229
ref50,112,0.200,1000.0,20.0,20.0,106.938818,99.950000,0.065353,6.5353
ref50,113,0.200,1000.0,20.0,30.0,12.583220,99.950000,-6.943118,-694.3118
ref50,114,0.200,1000.0,20.0,40.0,281.421315,246.109172,0.125478,12.5478
ref50,115,0.200,1000.0,20.0,inf,50.645817,182.422180,-2.601920,-260.1920
ref50,116,0.200,1000.0,30.0,20.0,57.204062,99.950000,-0.747254,-74.7254
ref50,117,0.200,1000.0,30.0,30.0,98.220717,99.950000,-0.017606,-1.7606
ref50,118,0.200,1000.0,30.0,40.0,66.389482,99.950000,-0.505510,-50.5510
ref50,119,0.200,1000.0,30.0,inf,29.763910,99.950000,-2.358094,-235.8094
ref50,120,0.200,1000.0,40.0,20.0,37.139841,99.950000,-1.691180,-169.1180
ref50,121,0.200,1000.0,40.0,30.0,61.981128,99.950000,-0.612588,-61.2588
ref50,122,0.200,1000.0,40.0,40.0,10.796790,99.950000,-8.257381,-825.7381
ref50,123,0.200,1000.0,40.0,inf,22.199710,99.950000,-3.502311,-350.2311
ref50,124,0.200,1000.0,inf,20.0,58.049279,99.950000,-0.721813,-72.1813
ref50,125,0.200,1000.0,inf,30.0,39.174285,99.950000,-1.551419,-155.1419
ref50,126,0.200,1000.0,inf,40.0,19.768720,99.950000,-4.055967,-405.5967
ref50,127,0.200,1000.0,inf,inf,18.128618,182.479237,-9.065811,-906.5811
ref50,128,0.200,2000.0,20.0,20.0,350.134291,284.556286,0.187294,18.7294
ref50,129,0.200,2000.0,20.0,30.0,375.000000,399.950000,-0.066533,-6.6533
ref50,130,0.200,2000.0,20.0,40.0,161.181092,148.418311,0.079183,7.9183
ref50,131,0.200,2000.0,20.0,inf,375.000000,309.590229,0.174426,17.4426
ref50,132,0.200,2000.0,30.0,20.0,90.522207,97.427896,-0.076287,-7.6287
ref50,133,0.200,2000.0,30.0,30.0,10.596700,26.063592,-1.459595,-145.9595
ref50,134,0.200,2000.0,30.0,40.0,77.834122,122.304069,-0.571343,-57.1343
ref50,135,0.200,2000.0,30.0,inf,77.477432,131.625844,-0.698893,-69.8893
ref50,136,0.200,2000.0,40.0,20.0,50.640634,130.319499,-1.573418,-157.3418
ref50,137,0.200,2000.0,40.0,30.0,75.000000,0.961136,0.987185,98.7185
ref50,138,0.200,2000.0,40.0,40.0,62.599914,121.978618,-0.948543,-94.8543
ref50,139,0.200,2000.0,40.0,inf,47.435626,106.153448,-1.237842,-123.7842
ref50,140,0.200,2000.0,inf,20.0,75.000000,99.950000,-0.332667,-33.2667
ref50,141,0.200,2000.0,inf,30.0,79.419075,131.552891,-0.656439,-65.6439
