dataset,cell,alpha,Rx,snrV,snrI,loc_err_p1,loc_err_p2_mean,loc_improvement_frac,loc_improvement_pct
pscad,629,0.800,5000.0,30.0,30.0,71.549746,99.987500,-0.397454,-39.7454
pscad,630,0.800,5000.0,30.0,40.0,45.351080,99.987500,-1.204744,-120.4744
pscad,631,0.800,5000.0,30.0,inf,43.137889,99.987500,-1.317858,-131.7858
pscad,632,0.800,5000.0,40.0,20.0,52.491169,99.987500,-0.904844,-90.4844
pscad,633,0.800,5000.0,40.0,30.0,26.418115,99.987500,-2.784808,-278.4808
pscad,634,0.800,5000.0,40.0,40.0,34.261925,99.987500,-1.918327,-191.8327
pscad,635,0.800,5000.0,40.0,inf,34.993375,99.987500,-1.857327,-185.7327
pscad,636,0.800,5000.0,inf,20.0,77.908555,99.987500,-0.283396,-28.3396
pscad,637,0.800,5000.0,inf,30.0,36.175852,99.987500,-1.763929,-176.3929
pscad,638,0.800,5000.0,inf,40.0,36.308396,99.987500,-1.753840,-175.3840
pscad,639,0.800,5000.0,inf,inf,37.717501,99.987500,-1.650958,-165.0958
pscad,640,0.900,100.0,20.0,20.0,6.825564,2.361661,0.653998,65.3998
pscad,641,0.900,100.0,20.0,30.0,5.555556,10.995016,-0.979103,-97.9103
pscad,642,0.900,100.0,20.0,40.0,3.479253,10.423052,-1.995773,-199.5773
pscad,643,0.900,100.0,20.0,inf,4.033887,3.584932,0.111296,11.1296
pscad,644,0.900,100.0,30.0,20.0,0.484869,5.793479,-10.948555,-1094.8555
pscad,645,0.900,100.0,30.0,30.0,0.112152,7.947096,-69.860314,-6986.0314
pscad,646,0.900,100.0,30.0,40.0,0.924251,6.930843,-6.498875,-649.8875
pscad,647,0.900,100.0,30.0,inf,0.518478,6.828106,-12.169527,-1216.9527
pscad,648,0.900,100.0,40.0,20.0,2.176288,5.722488,-1.629472,-162.9472
pscad,649,0.900,100.0,40.0,30.0,0.657467,8.007376,-11.179128,-1117.9128
pscad,650,0.900,100.0,40.0,40.0,0.769152,6.867596,-7.928783,-792.8783
pscad,651,0.900,100.0,40.0,inf,0.853362,6.847639,-7.024306,-702.4306
pscad,652,0.900,100.0,inf,20.0,1.037343,7.970729,-6.683791,-668.3791
pscad,653,0.900,100.0,inf,30.0,0.398205,7.998993,-19.087638,-1908.7638
pscad,654,0.900,100.0,inf,40.0,0.991015,6.815393,-5.877183,-587.7183
pscad,655,0.900,100.0,inf,inf,0.456822,7.847496,-16.178466,-1617.8466
pscad,656,0.900,500.0,20.0,20.0,12.300521,8.963170,0.271318,27.1318
pscad,657,0.900,500.0,20.0,30.0,5.555556,11.100000,-0.998000,-99.8000
pscad,658,0.900,500.0,20.0,40.0,4.410430,10.949821,-1.482710,-148.2710
pscad,659,0.900,500.0,20.0,inf,10.704722,4.543587,0.575553,57.5553
pscad,660,0.900,500.0,30.0,20.0,3.084066,6.732828,-1.183102,-118.3102
pscad,661,0.900,500.0,30.0,30.0,0.784204,4.539708,-4.788934,-478.8934
pscad,662,0.900,500.0,30.0,40.0,3.695549,2.242749,0.393121,39.3121
pscad,663,0.900,500.0,30.0,inf,1.190407,7.765614,-5.523495,-552.3495
pscad,664,0.900,500.0,40.0,20.0,5.555556,11.100000,-0.998000,-99.8000
pscad,665,0.900,500.0,40.0,30.0,5.042231,10.263592,-1.035526,-103.5526
pscad,666,0.900,500.0,40.0,40.0,0.843785,6.695502,-6.935084,-693.5084
pscad,667,0.900,500.0,40.0,inf,1.582402,4.419095,-1.792649,-179.2649
pscad,668,0.900,500.0,inf,20.0,16.978201,12.413446,0.268860,26.8860
pscad,669,0.900,500.0,inf,30.0,7.574504,4.482748,0.408179,40.8179
pscad,670,0.900,500.0,inf,40.0,0.659783,4.534451,-5.872640,-587.2640
pscad,671,0.900,500.0,inf,inf,1.612341,3.436250,-1.131218,-113.1218
pscad,672,0.900,1000.0,20.0,20.0,5.555556,8.892854,-0.600714,-60.0714
pscad,673,0.900,1000.0,20.0,30.0,5.555556,11.100000,-0.998000,-99.8000
pscad,674,0.900,1000.0,20.0,40.0,21.533172,99.988889,-3.643482,-364.3482
pscad,675,0.900,1000.0,20.0,inf,5.555556,11.100000,-0.998000,-99.8000
pscad,676,0.900,1000.0,30.0,20.0,7.280586,99.988889,-12.733632,-1273.3632
pscad,677,0.900,1000.0,30.0,30.0,0.342242,99.988889,-291.158116,-29115.8116
pscad,678,0.900,1000.0,30.0,40.0,5.555556,11.100000,-0.998000,-99.8000
pscad,679,0.900,1000.0,30.0,inf,5.136953,11.100000,-1.160814,-116.0814
pscad,680,0.900,1000.0,40.0,20.0,32.202784,99.988889,-2.104977,-210.4977
pscad,681,0.900,1000.0,40.0,30.0,5.555556,11.100000,-0.998000,-99.8000
pscad,682,0.900,1000.0,40.0,40.0,2.942270,99.988889,-32.983592,-3298.3592
pscad,683,0.900,1000.0,40.0,inf,0.091924,99.988889,-1086.734753,-108673.4753
pscad,684,0.900,1000.0,inf,20.0,5.555556,11.100000,-0.998000,-99.8000
pscad,685,0.900,1000.0,inf,30.0,5.555556,11.100000,-0.998000,-99.8000
pscad,686,0.900,1000.0,inf,40.0,5.555556,11.100000,-0.998000,-99.8000
pscad,687,0.900,1000.0,inf,inf,0.513196,16.413319,-30.982529,-3098.2529
pscad,688,0.900,2000.0,20.0,20.0,5.555556,11.100000,-0.998000,-99.8000
pscad,689,0.900,2000.0,20.0,30.0,4.515486,13.330487,-1.952171,-195.2171
pscad,690,0.900,2000.0,20.0,40.0,5.555556,6.563036,-0.181347,-18.1347
pscad,691,0.900,2000.0,20.0,inf,66.218611,46.142465,0.303180,30.3180
pscad,692,0.900,2000.0,30.0,20.0,76.292694,52.994393,0.305380,30.5380
pscad,693,0.900,2000.0,30.0,30.0,5.555556,11.100000,-0.998000,-99.8000
pscad,694,0.900,2000.0,30.0,40.0,5.555556,0.161552,0.970921,97.0921
pscad,695,0.900,2000.0,30.0,inf,5.555556,11.100000,-0.998000,-99.8000
pscad,696,0.900,2000.0,40.0,20.0,28.001430,19.792678,0.293155,29.3155
pscad,697,0.900,2000.0,40.0,30.0,5.555556,8.920777,-0.605740,-60.5740
pscad,698,0.900,2000.0,40.0,40.0,5.555556,5.842812,-0.051706,-5.1706
pscad,699,0.900,2000.0,40.0,inf,5.555556,2.612735,0.529708,52.9708
pscad,700,0.900,2000.0,inf,20.0,5.555556,11.100000,-0.998000,-99.8000
pscad,701,0.900,2000.0,inf,30.0,5.555556,0.352167,0.936610,93.6610
pscad,702,0.900,2000.0,inf,40.0,5.555556,0.321707,0.942093,94.2093
pscad,703,0.900,2000.0,inf,inf,5.555556,2.850283,0.486949,48.6949
pscad,704,0.900,5000.0,20.0,20.0,70.049368,99.988889,-0.427406,-42.7406
pscad,705,0.900,5000.0,20.0,30.0,32.676979,99.988889,-2.059918,-205.9918
pscad,706,0.900,5000.0,20.0,40.0,63.614019,99.988889,-0.571806,-57.1806
pscad,707,0.900,5000.0,20.0,inf,94.444444,99.988889,-0.058706,-5.8706
pscad,708,0.900,5000.0,30.0,20.0,32.196257,99.988889,-2.105606,-210.5606
pscad,709,0.900,5000.0,30.0,30.0,30.486107,99.988889,-2.279818,-227.9818
pscad,710,0.900,5000.0,30.0,40.0,30.427472,99.988889,-2.286139,-228.6139
pscad,711,0.900,5000.0,30.0,inf,56.310268,99.988889,-0.775678,-77.5678
pscad,712,0.900,5000.0,40.0,20.0,29.913171,11.100000,0.628926,62.8926
pscad,713,0.900,5000.0,40.0,30.0,39.765118,99.988889,-1.514487,-151.4487
pscad,714,0.900,5000.0,40.0,40.0,42.532011,99.988889,-1.350909,-135.0909
pscad,715,0.900,5000.0,40.0,inf,42.009761,99.988889,-1.380135,-138.0135
pscad,716,0.900,5000.0,inf,20.0,76.258179,99.988889,-0.311189,-31.1189
pscad,717,0.900,5000.0,inf,30.0,52.365161,99.988889,-0.909454,-90.9454
pscad,718,0.900,5000.0,inf,40.0,43.511673,99.988889,-1.297978,-129.7978
pscad,719,0.900,5000.0,inf,inf,43.737844,99.988889,-1.286096,-128.6096
emtp,0,0.100,100.0,20.0,20.0,30.826989,13.012540,0.577885,57.7885
emtp,1,0.100,100.0,20.0,30.0,17.641665,32.698716,-0.853494,-85.3494
emtp,2,0.100,100.0,20.0,40.0,17.208216,63.789143,-2.706900,-270.6900
emtp,3,0.100,100.0,20.0,inf,4.748868,42.908530,-8.035528,-803.5528
emtp,4,0.100,100.0,30.0,20.0,14.490954,72.985563,-4.036629,-403.6629
emtp,5,0.100,100.0,30.0,30.0,14.026688,63.236498,-3.508299,-350.8299
emtp,6,0.100,100.0,30.0,40.0,5.979800,53.121865,-7.883553,-788.3553
emtp,7,0.100,100.0,30.0,inf,7.761476,42.520381,-4.478389,-447.8389
emtp,8,0.100,100.0,40.0,20.0,2.267654,53.037948,-22.388908,-2238.8908
emtp,9,0.100,100.0,40.0,30.0,0.625083,43.833692,-69.124574,-6912.4574
emtp,10,0.100,100.0,40.0,40.0,1.448681,43.894406,-29.299561,-2929.9561
emtp,11,0.100,100.0,40.0,inf,4.528699,42.943903,-8.482614,-848.2614
emtp,12,0.100,100.0,inf,20.0,10.823785,33.372632,-2.083268,-208.3268
emtp,13,0.100,100.0,inf,30.0,2.662914,43.298159,-15.259690,-1525.9690
emtp,14,0.100,100.0,inf,40.0,1.157237,43.857674,-36.898611,-3689.8611
emtp,15,0.100,100.0,inf,inf,0.564731,52.333051,-91.668999,-9166.8999
emtp,16,0.100,500.0,20.0,20.0,156.473977,143.027021,0.085937,8.5937
emtp,17,0.100,500.0,20.0,30.0,0.057203,39.735678,-693.648411,-69364.8411
emtp,18,0.100,500.0,20.0,40.0,50.000000,99.704703,-0.994094,-99.4094
emtp,19,0.100,500.0,20.0,inf,24.760109,0.709545,0.971343,97.1343
emtp,20,0.100,500.0,30.0,20.0,50.000000,99.900000,-0.998000,-99.8000
emtp,21,0.100,500.0,30.0,30.0,9.343587,19.162183,-1.050838,-105.0838
emtp,22,0.100,500.0,30.0,40.0,87.589128,71.550526,0.183112,18.3112
emtp,23,0.100,500.0,30.0,inf,63.021043,41.620484,0.339578,33.9578
emtp,24,0.100,500.0,40.0,20.0,34.140396,10.545218,0.691122,69.1122
emtp,25,0.100,500.0,40.0,30.0,109.725563,92.497255,0.157013,15.7013
emtp,26,0.100,500.0,40.0,40.0,44.845349,21.203966,0.527176,52.7176
emtp,27,0.100,500.0,40.0,inf,13.077114,9.540628,0.270433,27.0433
emtp,28,0.100,500.0,inf,20.0,18.068552,39.210702,-1.170108,-117.0108
emtp,29,0.100,500.0,inf,30.0,63.649595,41.668275,0.345349,34.5349
emtp,30,0.100,500.0,inf,40.0,8.339694,18.900518,-1.266332,-126.6332
emtp,31,0.100,500.0,inf,inf,14.180684,9.571758,0.325014,32.5014
emtp,32,0.100,1000.0,20.0,20.0,309.149103,99.900000,0.676855,67.6855
emtp,33,0.100,1000.0,20.0,30.0,50.000000,99.900000,-0.998000,-99.8000
emtp,34,0.100,1000.0,20.0,40.0,240.848768,99.900000,0.585217,58.5217
emtp,35,0.100,1000.0,20.0,inf,15.661232,99.900000,-5.378808,-537.8808
emtp,36,0.100,1000.0,30.0,20.0,87.521555,99.900000,-0.141433,-14.1433
emtp,37,0.100,1000.0,30.0,30.0,50.000000,374.375307,-6.487506,-648.7506
emtp,38,0.100,1000.0,30.0,40.0,50.000000,99.900000,-0.998000,-99.8000
emtp,39,0.100,1000.0,30.0,inf,26.024749,99.900000,-2.838654,-283.8654
emtp,40,0.100,1000.0,40.0,20.0,247.678607,99.900000,0.596655,59.6655
emtp,41,0.100,1000.0,40.0,30.0,116.435810,99.900000,0.142017,14.2017
emtp,42,0.100,1000.0,40.0,40.0,67.408089,99.900000,-0.482018,-48.2018
emtp,43,0.100,1000.0,40.0,inf,64.351880,99.900000,-0.552402,-55.2402
emtp,44,0.100,1000.0,inf,20.0,50.000000,99.900000,-0.998000,-99.8000
emtp,45,0.100,1000.0,inf,30.0,39.915376,99.900000,-1.502795,-150.2795
emtp,46,0.100,1000.0,inf,40.0,81.176282,99.900000,-0.230655,-23.0655
emtp,47,0.100,1000.0,inf,inf,48.174987,438.960079,-8.111784,-811.1784
emtp,48,0.100,2000.0,20.0,20.0,546.153569,618.490045,-0.132447,-13.2447
emtp,49,0.100,2000.0,20.0,30.0,50.000000,99.900000,-0.998000,-99.8000
emtp,50,0.100,2000.0,20.0,40.0,50.000000,99.900000,-0.998000,-99.8000
emtp,51,0.100,2000.0,20.0,inf,651.224040,485.804933,0.254013,25.4013
emtp,52,0.100,2000.0,30.0,20.0,353.169263,445.291544,-0.260845,-26.0845
emtp,53,0.100,2000.0,30.0,30.0,232.044220,392.865718,-0.693064,-69.3064
emtp,54,0.100,2000.0,30.0,40.0,221.330167,302.615250,-0.367257,-36.7257
emtp,55,0.100,2000.0,30.0,inf,165.985911,263.921203,-0.590022,-59.0022
emtp,56,0.100,2000.0,40.0,20.0,50.000000,50.038552,-0.000771,-0.0771
emtp,57,0.100,2000.0,40.0,30.0,113.633969,171.725879,-0.511220,-51.1220
emtp,58,0.100,2000.0,40.0,40.0,109.941896,231.304878,-1.103883,-110.3883
emtp,59,0.100,2000.0,40.0,inf,154.110186,262.036460,-0.700319,-70.0319
emtp,60,0.100,2000.0,inf,20.0,50.000000,99.900000,-0.998000,-99.8000
emtp,61,0.100,2000.0,inf,30.0,183.771685,272.447070,-0.482530,-48.2530
emtp,62,0.100,2000.0,inf,40.0,174.697493,301.897706,-0.728117,-72.8117
emtp,63,0.100,2000.0,inf,inf,135.231444,242.497184,-0.793201,-79.3201
emtp,64,0.100,5000.0,20.0,20.0,43.153062,99.900000,-1.315015,-131.5015
emtp,65,0.100,5000.0,20.0,30.0,302.243279,99.900000,0.669472,66.9472
emtp,66,0.100,5000.0,20.0,40.0,1.642940,99.900000,-59.805617,-5980.5617
emtp,67,0.100,5000.0,20.0,inf,22.641159,99.900000,-3.412318,-341.2318
emtp,68,0.100,5000.0,30.0,20.0,148.087836,99.900000,0.325400,32.5400
emtp,69,0.100,5000.0,30.0,30.0,233.234084,99.900000,0.571675,57.1675
emtp,70,0.100,5000.0,30.0,40.0,332.080786,99.900000,0.699170,69.9170
emtp,71,0.100,5000.0,30.0,inf,104.152305,99.900000,0.040828,4.0828
emtp,72,0.100,5000.0,40.0,20.0,525.925173,99.900000,0.810049,81.0049
emtp,73,0.100,5000.0,40.0,30.0,50.000000,99.900000,-0.998000,-99.8000
emtp,74,0.100,5000.0,40.0,40.0,202.096701,99.900000,0.505682,50.5682
emtp,75,0.100,5000.0,40.0,inf,195.339714,99.900000,0.488583,48.8583
emtp,76,0.100,5000.0,inf,20.0,526.344741,99.900000,0.810200,81.0200
emtp,77,0.100,5000.0,inf,30.0,213.704292,99.900000,0.532532,53.2532
emtp,78,0.100,5000.0,inf,40.0,192.083058,99.900000,0.479912,47.9912
emtp,79,0.100,5000.0,inf,inf,182.074224,99.900000,0.451323,45.1323
emtp,80,0.200,100.0,20.0,20.0,10.361705,32.559977,-2.142338,-214.2338
emtp,81,0.200,100.0,20.0,30.0,18.904473,42.488713,-1.247548,-124.7548
emtp,82,0.200,100.0,20.0,40.0,6.602177,32.122000,-3.865365,-386.5365
emtp,83,0.200,100.0,20.0,inf,8.703772,17.271696,-0.984392,-98.4392
emtp,84,0.200,100.0,30.0,20.0,3.939458,21.820552,-4.538973,-453.8973
emtp,85,0.200,100.0,30.0,30.0,2.137887,27.047325,-11.651427,-1165.1427
emtp,86,0.200,100.0,30.0,40.0,4.037889,21.884406,-4.419764,-441.9764
emtp,87,0.200,100.0,30.0,inf,5.816492,32.134838,-4.524779,-452.4779
emtp,88,0.200,100.0,40.0,20.0,4.838106,22.054060,-3.558407,-355.8407
emtp,89,0.200,100.0,40.0,30.0,2.417852,22.137782,-8.155970,-815.5970
emtp,90,0.200,100.0,40.0,40.0,1.475231,27.037292,-17.327496,-1732.7496
emtp,91,0.200,100.0,40.0,inf,1.517388,22.234279,-13.652992,-1365.2992
emtp,92,0.200,100.0,inf,20.0,10.688997,12.292741,-0.150037,-15.0037
emtp,93,0.200,100.0,inf,30.0,0.760379,22.340377,-28.380582,-2838.0582
emtp,94,0.200,100.0,inf,40.0,0.056270,22.511114,-399.054667,-39905.4667
emtp,95,0.200,100.0,inf,inf,0.082925,26.790178,-322.066762,-32206.6762
emtp,96,0.200,500.0,20.0,20.0,14.000374,5.462115,0.609859,60.9859
emtp,97,0.200,500.0,20.0,30.0,14.735910,10.747289,0.270674,27.0674
emtp,98,0.200,500.0,20.0,40.0,4.512185,9.602338,-1.128091,-112.8091
emtp,99,0.200,500.0,20.0,inf,1.374743,8.891161,-5.467507,-546.7507
emtp,100,0.200,500.0,30.0,20.0,59.570521,56.690239,0.048351,4.8351
emtp,101,0.200,500.0,30.0,30.0,26.809629,21.181753,0.209920,20.9920
emtp,102,0.200,500.0,30.0,40.0,3.583090,4.122499,-0.150543,-15.0543
emtp,103,0.200,500.0,30.0,inf,4.683311,4.089710,0.126748,12.6748
emtp,104,0.200,500.0,40.0,20.0,3.291252,4.020923,-0.221700,-22.1700
emtp,105,0.200,500.0,40.0,30.0,21.610513,29.460498,-0.363248,-36.3248
emtp,106,0.200,500.0,40.0,40.0,4.946542,13.996614,-1.829575,-182.9575
emtp,107,0.200,500.0,40.0,inf,12.082652,5.901572,0.511566,51.1566
emtp,108,0.200,500.0,inf,20.0,41.565851,54.494202,-0.311033,-31.1033
emtp,109,0.200,500.0,inf,30.0,29.357283,25.855184,0.119292,11.9292
emtp,110,0.200,500.0,inf,40.0,8.992892,1.119174,0.875549,87.5549
emtp,111,0.200,500.0,inf,inf,4.841549,3.881813,0.198229,19.8229
emtp,112,0.200,1000.0,20.0,20.0,63.483242,99.950000,-0.574431,-57.4431
emtp,113,0.200,1000.0,20.0,30.0,70.569166,141.880873,-1.010522,-101.0522
emtp,114,0.200,1000.0,20.0,40.0,75.000000,99.950000,-0.332667,-33.2667
emtp,115,0.200,1000.0,20.0,inf,70.301153,142.839116,-1.031818,-103.1818
emtp,116,0.200,1000.0,30.0,20.0,16.740852,99.950000,-4.970425,-497.0425
emtp,117,0.200,1000.0,30.0,30.0,26.062451,99.950000,-2.835019,-283.5019
emtp,118,0.200,1000.0,30.0,40.0,42.281876,99.950000,-1.363897,-136.3897
emtp,119,0.200,1000.0,30.0,inf,13.606828,99.950000,-6.345577,-634.5577
emtp,120,0.200,1000.0,40.0,20.0,75.000000,127.337394,-0.697832,-69.7832
emtp,121,0.200,1000.0,40.0,30.0,60.307544,99.950000,-0.657338,-65.7338
emtp,122,0.200,1000.0,40.0,40.0,23.512974,99.950000,-3.250845,-325.0845
emtp,123,0.200,1000.0,40.0,inf,36.083797,99.950000,-1.769941,-176.9941
emtp,124,0.200,1000.0,inf,20.0,75.000000,99.950000,-0.332667,-33.2667
emtp,125,0.200,1000.0,inf,30.0,42.802457,99.950000,-1.335146,-133.5146
emtp,126,0.200,1000.0,inf,40.0,22.882760,99.950000,-3.367917,-336.7917
emtp,127,0.200,1000.0,inf,inf,18.128618,182.479237,-9.065811,-906.5811
emtp,128,0.200,2000.0,20.0,20.0,75.000000,2.376989,0.968307,96.8307
emtp,129,0.200,2000.0,20.0,30.0,171.642832,222.740003,-0.297695,-29.7695
emtp,130,0.200,2000.0,20.0,40.0,194.553194,249.182869,-0.280796,-28.0796
emtp,131,0.200,2000.0,20.0,inf,35.313986,135.516705,-2.837480,-283.7480
emtp,132,0.200,2000.0,30.0,20.0,75.000000,12.023150,0.839691,83.9691
emtp,133,0.200,2000.0,30.0,30.0,177.509966,168.291995,0.051929,5.1929
emtp,134,0.200,2000.0,30.0,40.0,132.463892,172.895483,-0.305227,-30.5227
emtp,135,0.200,2000.0,30.0,inf,25.122028,50.181194,-0.997498,-99.7498
emtp,136,0.200,2000.0,40.0,20.0,7.353806,70.709685,-8.615387,-861.5387
emtp,137,0.200,2000.0,40.0,30.0,13.805786,120.774063,-7.748076,-774.8076
emtp,138,0.200,2000.0,40.0,40.0,41.963374,101.928788,-1.428994,-142.8994
emtp,139,0.200,2000.0,40.0,inf,68.968060,116.761518,-0.692980,-69.2980
emtp,140,0.200,2000.0,inf,20.0,46.268787,9.695941,0.790443,79.0443
emtp,141,0.200,2000.0,inf,30.0,248.659435,233.740677,0.059997,5.9997
emtp,142,0.200,2000.0,inf,40.0,62.523451,126.725312,-1.026844,-102.6844
emtp,143,0.200,2000.0,inf,inf,56.645570,112.088852,-0.978775,-97.8775
emtp,144,0.200,5000.0,20.0,20.0,45.325686,99.950000,-1.205151,-120.5151
emtp,145,0.200,5000.0,20.0,30.0,105.231774,99.950000,0.050192,5.0192
emtp,146,0.200,5000.0,20.0,40.0,61.621976,99.950000,-0.621986,-62.1986
emtp,147,0.200,5000.0,20.0,inf,75.000000,99.950000,-0.332667,-33.2667
emtp,148,0.200,5000.0,30.0,20.0,75.000000,99.950000,-0.332667,-33.2667
emtp,149,0.200,5000.0,30.0,30.0,27.715303,99.950000,-2.606311,-260.6311
emtp,150,0.200,5000.0,30.0,40.0,50.662336,99.950000,-0.972866,-97.2866
emtp,151,0.200,5000.0,30.0,inf,68.586679,99.950000,-0.457280,-45.7280
emtp,152,0.200,5000.0,40.0,20.0,10.637518,99.950000,-8.395989,-839.5989
emtp,153,0.200,5000.0,40.0,30.0,26.099759,99.950000,-2.829537,-282.9537
emtp,154,0.200,5000.0,40.0,40.0,57.301230,99.950000,-0.744291,-74.4291
emtp,155,0.200,5000.0,40.0,inf,67.949305,99.950000,-0.470950,-47.0950
emtp,156,0.200,5000.0,inf,20.0,39.725692,99.950000,-1.516004,-151.6004
emtp,157,0.200,5000.0,inf,30.0,86.437882,99.950000,-0.156322,-15.6322
emtp,158,0.200,5000.0,inf,40.0,63.831788,99.950000,-0.565834,-56.5834
emtp,159,0.200,5000.0,inf,inf,62.682358,99.950000,-0.594548,-59.4548
emtp,160,0.300,100.0,20.0,20.0,14.542861,31.843343,-1.189620,-118.9620
emtp,161,0.300,100.0,20.0,30.0,5.384086,21.876131,-3.063109,-306.3109
emtp,162,0.300,100.0,20.0,40.0,0.669842,18.550605,-26.693996,-2669.3996
emtp,163,0.300,100.0,20.0,inf,8.771340,25.329339,-1.887739,-188.7739
emtp,164,0.300,100.0,30.0,20.0,5.102649,15.012748,-1.942148,-194.2148
emtp,165,0.300,100.0,30.0,30.0,8.161448,8.640709,-0.058723,-5.8723
emtp,166,0.300,100.0,30.0,40.0,1.517602,18.534979,-11.213337,-1121.3337
emtp,167,0.300,100.0,30.0,inf,1.693737,18.677587,-10.027440,-1002.7440
emtp,168,0.300,100.0,40.0,20.0,3.424500,21.957386,-5.411851,-541.1851
emtp,169,0.300,100.0,40.0,30.0,2.659650,18.659705,-6.015851,-601.5851
emtp,170,0.300,100.0,40.0,40.0,0.698113,18.366277,-25.308442,-2530.8442
emtp,171,0.300,100.0,40.0,inf,0.556726,15.325056,-26.527130,-2652.7130
emtp,172,0.300,100.0,inf,20.0,2.357117,15.153488,-5.428824,-542.8824
emtp,173,0.300,100.0,inf,30.0,5.005600,11.852316,-1.367811,-136.7811
emtp,174,0.300,100.0,inf,40.0,1.362498,15.193561,-10.151253,-1015.1253
emtp,175,0.300,100.0,inf,inf,0.102853,18.273597,-176.667079,-17666.7079
emtp,176,0.300,500.0,20.0,20.0,50.339623,51.880298,-0.030606,-3.0606
emtp,177,0.300,500.0,20.0,30.0,30.375371,31.124971,-0.024678,-2.4678
emtp,178,0.300,500.0,20.0,40.0,48.826786,48.153530,0.013789,1.3789
emtp,179,0.300,500.0,20.0,inf,20.139140,18.204468,0.096065,9.6065
emtp,180,0.300,500.0,30.0,20.0,3.357466,1.091945,0.674771,67.4771
emtp,181,0.300,500.0,30.0,30.0,29.442958,28.276120,0.039630,3.9630
emtp,182,0.300,500.0,30.0,40.0,23.092549,21.518162,0.068177,6.8177
emtp,183,0.300,500.0,30.0,inf,5.758167,9.027552,-0.567782,-56.7782
emtp,184,0.300,500.0,40.0,20.0,28.167708,32.586391,-0.156871,-15.6871
emtp,185,0.300,500.0,40.0,30.0,7.749430,9.366458,-0.208664,-20.8664
emtp,186,0.300,500.0,40.0,40.0,5.674649,8.985010,-0.583360,-58.3360
emtp,187,0.300,500.0,40.0,inf,4.282373,1.268049,0.703891,70.3891
emtp,188,0.300,500.0,inf,20.0,12.840512,15.816332,-0.231752,-23.1752
emtp,189,0.300,500.0,inf,30.0,4.301760,5.914424,-0.374885,-37.4885
emtp,190,0.300,500.0,inf,40.0,10.055912,7.938768,0.210537,21.0537
emtp,191,0.300,500.0,inf,inf,1.907115,0.827875,0.565902,56.5902
emtp,192,0.300,1000.0,20.0,20.0,29.546194,99.966667,-2.383403,-238.3403
emtp,193,0.300,1000.0,20.0,30.0,7.618611,99.966667,-12.121376,-1212.1376
emtp,194,0.300,1000.0,20.0,40.0,67.861197,99.966667,-0.473105,-47.3105
emtp,195,0.300,1000.0,20.0,inf,9.079819,99.966667,-10.009764,-1000.9764
emtp,196,0.300,1000.0,30.0,20.0,118.717343,99.966667,0.157944,15.7944
emtp,197,0.300,1000.0,30.0,30.0,27.534274,99.966667,-2.630627,-263.0627
emtp,198,0.300,1000.0,30.0,40.0,8.240845,99.966667,-11.130633,-1113.0633
emtp,199,0.300,1000.0,30.0,inf,4.784323,99.966667,-19.894631,-1989.4631
emtp,200,0.300,1000.0,40.0,20.0,83.333333,99.966667,-0.199600,-19.9600
emtp,201,0.300,1000.0,40.0,30.0,0.697281,99.966667,-142.366338,-14236.6338
emtp,202,0.300,1000.0,40.0,40.0,14.730664,99.966667,-5.786297,-578.6297
emtp,203,0.300,1000.0,40.0,inf,20.640000,99.966667,-3.843346,-384.3346
emtp,204,0.300,1000.0,inf,20.0,142.112664,99.966667,0.296567,29.6567
emtp,205,0.300,1000.0,inf,30.0,0.275569,99.966667,-361.765114,-36176.5114
emtp,206,0.300,1000.0,inf,40.0,9.870680,99.966667,-9.127638,-912.7638
emtp,207,0.300,1000.0,inf,inf,8.936783,98.094474,-9.976487,-997.6487
emtp,208,0.300,2000.0,20.0,20.0,83.333333,99.966667,-0.199600,-19.9600
emtp,209,0.300,2000.0,20.0,30.0,41.095088,59.311809,-0.443282,-44.3282
emtp,210,0.300,2000.0,20.0,40.0,14.598415,17.364566,-0.189483,-18.9483
emtp,211,0.300,2000.0,20.0,inf,149.761294,116.063987,0.225007,22.5007
emtp,212,0.300,2000.0,30.0,20.0,47.774973,3.874616,0.918899,91.8899
emtp,213,0.300,2000.0,30.0,30.0,60.447873,95.106232,-0.573359,-57.3359
emtp,214,0.300,2000.0,30.0,40.0,28.088526,13.850337,0.506904,50.6904
emtp,215,0.300,2000.0,30.0,inf,5.856069,37.588782,-5.418773,-541.8773
emtp,216,0.300,2000.0,40.0,20.0,117.530047,125.670699,-0.069264,-6.9264
emtp,217,0.300,2000.0,40.0,30.0,10.097604,34.634565,-2.429979,-242.9979
emtp,218,0.300,2000.0,40.0,40.0,45.468646,78.242744,-0.720807,-72.0807
emtp,219,0.300,2000.0,40.0,inf,55.512766,88.453304,-0.593387,-59.3387
emtp,220,0.300,2000.0,inf,20.0,47.400399,88.475460,-0.866555,-86.6555
emtp,221,0.300,2000.0,inf,30.0,40.999421,81.617597,-0.990701,-99.0701
emtp,222,0.300,2000.0,inf,40.0,15.799639,61.546115,-2.895413,-289.5413
emtp,223,0.300,2000.0,inf,inf,32.776965,68.130583,-1.078612,-107.8612
emtp,224,0.300,5000.0,20.0,20.0,83.333333,99.966667,-0.199600,-19.9600
emtp,225,0.300,5000.0,20.0,30.0,3.847372,99.966667,-24.983105,-2498.3105
emtp,226,0.300,5000.0,20.0,40.0,83.333333,99.966667,-0.199600,-19.9600
