fault_bus,alpha_true,Rx_true,snr_v_db,snr_i_db,alpha_hat_emanuel,Rx_hat_emanuel,loc_err_pct_emanuel,Rx_err_pct_emanuel,alpha_hat_kizilcay,Rx_hat_kizilcay,loc_err_pct_kizilcay,Rx_err_pct_kizilcay,delta_loc_err_pct,delta_Rx_err_pct
bus_01,0.5,2000.0,inf,40.0,0.9999,1654.758817495363,99.98,17.262059125231847,0.9999,1558.3906937283837,99.98,22.08046531358082,0.0,4.818406188348973
bus_01,0.5,2000.0,inf,inf,0.9999,2686.3826375281405,99.98,34.319131876407035,0.9999,10890.993774629618,99.98,444.5496887314809,0.0,410.23055685507387
bus_01,0.5,5000.0,20.0,30.0,0.9999,2232.8448620756044,99.98,55.34310275848791,0.9999,1730.218697662008,99.98,65.39562604675984,0.0,10.052523288271935
bus_01,0.5,5000.0,20.0,40.0,0.9999,2258.7113942246324,99.98,54.82577211550735,0.9999,1717.0132554642178,99.98,65.65973489071565,0.0,10.833962775208306
bus_01,0.5,5000.0,20.0,inf,0.9999,2248.8906754651566,99.98,55.02218649069687,0.9999,1713.6609616143921,99.98,65.72678076771214,0.0,10.704594277015275
bus_01,0.5,5000.0,30.0,30.0,0.9999,2248.49425711915,99.98,55.030114857617,0.9999,1716.8709408425837,99.98,65.66258118314833,0.0,10.632466325531333
bus_01,0.5,5000.0,30.0,40.0,0.9999,2245.7030191824038,99.98,55.08593961635192,0.9999,1708.8296687068882,99.98,65.82340662586223,0.0,10.737467009510311
bus_01,0.5,5000.0,30.0,inf,0.9999,2241.269111055826,99.98,55.17461777888348,0.9999,1708.7935367956027,99.98,65.82412926408796,0.0,10.649511485204478
bus_01,0.5,5000.0,40.0,30.0,0.9999,2251.550004947055,99.98,54.9689999010589,0.9999,1705.5190875592518,99.98,65.88961824881497,0.0,10.920618347756069
bus_01,0.5,5000.0,40.0,40.0,0.9999,2245.6453394863183,99.98,55.08709321027363,0.9999,1713.6000864736625,99.98,65.72799827052675,0.0,10.640905060253125
bus_01,0.5,5000.0,40.0,inf,0.9999,2247.1180703738805,99.98,55.057638592522395,0.9999,1708.7149999218307,99.98,65.82570000156339,0.0,10.768061409040996
bus_01,0.5,5000.0,inf,30.0,0.9999,2248.3017814413893,99.98,55.03396437117221,0.9999,1715.2228968826887,99.98,65.69554206234623,0.0,10.661577691174024
bus_01,0.5,5000.0,inf,40.0,0.9999,2247.187229442251,99.98,55.05625541115497,0.9999,1708.7374787469976,99.98,65.82525042506005,0.0,10.768995013905077
bus_01,0.5,5000.0,inf,inf,0.9999,6336.600735223516,99.98,26.732014704470313,0.9999,45280.79748752785,99.98,805.6159497505571,0.0,778.8839350460868
bus_07,0.5,100.0,20.0,30.0,0.1939284245462612,156.41709633545017,61.21431509074776,56.41709633545017,0.19462419563458205,92.63180361113842,61.07516087308359,7.368196388861577,-0.1391542176641707,-49.04889994658859
