alpha,Rx,orc_satisfied
0.858163,4262.1064,1
0.858163,4616.3332,1
0.858163,5000.0000,1
0.876531,100.0000,1
0.876531,108.3111,1
0.876531,117.3129,1
0.876531,127.0628,1
0.876531,137.6231,1
0.876531,149.0611,1
0.876531,161.4497,1
0.876531,174.8679,1
0.876531,189.4013,1
0.876531,205.1425,1
0.876531,222.1921,1
0.876531,240.6586,1
0.876531,260.6599,1
0.876531,282.3236,1
0.876531,305.7877,1
0.876531,331.2019,1
0.876531,358.7284,1
0.876531,388.5425,1
0.876531,420.8346,1
0.876531,455.8105,1
0.876531,493.6932,1
0.876531,534.7244,1
0.876531,579.1657,1
0.876531,627.3006,1
0.876531,679.4360,1
0.876531,735.9045,1
0.876531,797.0660,1
0.876531,863.3107,1
0.876531,935.0611,1
0.876531,1012.7747,1
0.876531,1096.9472,1
0.876531,1188.1153,1
0.876531,1286.8604,1
0.876531,1393.8123,1
0.876531,1509.6530,1
0.876531,1635.1214,1
0.876531,1771.0175,1
0.876531,1918.2081,1
0.876531,2077.6318,1
0.876531,2250.3052,1
0.876531,2437.3297,1
0.876531,2639.8980,1
0.876531,2859.3018,1
0.876531,3096.9405,1
0.876531,3354.3295,1
0.876531,3633.1102,1
0.876531,3935.0607,1
0.876531,4262.1064,1
0.876531,4616.3332,1
0.876531,5000.0000,1
0.894898,100.0000,1
0.894898,108.3111,1
0.894898,117.3129,1
0.894898,127.0628,1
0.894898,137.6231,1
0.894898,149.0611,1
0.894898,161.4497,1
0.894898,174.8679,1
0.894898,189.4013,1
0.894898,205.1425,1
0.894898,222.1921,1
0.894898,240.6586,1
0.894898,260.6599,1
0.894898,282.3236,1
0.894898,305.7877,1
0.894898,331.2019,1
0.894898,358.7284,1
0.894898,388.5425,1
0.894898,420.8346,1
0.894898,455.8105,1
0.894898,493.6932,1
0.894898,534.7244,1
0.894898,579.1657,1
0.894898,627.3006,1
0.894898,679.4360,1
0.894898,735.9045,1
0.894898,797.0660,1
0.894898,863.3107,1
0.894898,935.0611,1
0.894898,1012.7747,1
0.894898,1096.9472,1
0.894898,1188.1153,1
0.894898,1286.8604,1
0.894898,1393.8123,1
0.894898,1509.6530,1
0.894898,1635.1214,1
0.894898,1771.0175,1
0.894898,1918.2081,1
0.894898,2077.6318,1
0.894898,2250.3052,1
0.894898,2437.3297,1
0.894898,2639.8980,1
0.894898,2859.3018,1
0.894898,3096.9405,1
0.894898,3354.3295,1
0.894898,3633.1102,1
0.894898,3935.0607,1
0.894898,4262.1064,1
0.894898,4616.3332,1
0.894898,5000.0000,1
0.913265,100.0000,1
0.913265,108.3111,1
0.913265,117.3129,1
0.913265,127.0628,1
0.913265,137.6231,1
0.913265,149.0611,1
0.913265,161.4497,1
0.913265,174.8679,1
0.913265,189.4013,1
0.913265,205.1425,1
0.913265,222.1921,1
0.913265,240.6586,1
0.913265,260.6599,1
0.913265,282.3236,1
0.913265,305.7877,1
0.913265,331.2019,1
0.913265,358.7284,1
0.913265,388.5425,1
0.913265,420.8346,1
0.913265,455.8105,1
0.913265,493.6932,1
0.913265,534.7244,1
0.913265,579.1657,1
0.913265,627.3006,1
0.913265,679.4360,1
0.913265,735.9045,1
0.913265,797.0660,1
0.913265,863.3107,1
0.913265,935.0611,1
0.913265,1012.7747,1
0.913265,1096.9472,1
0.913265,1188.1153,1
0.913265,1286.8604,1
0.913265,1393.8123,1
0.913265,1509.6530,1
0.913265,1635.1214,1
0.913265,1771.0175,1
0.913265,1918.2081,1
0.913265,2077.6318,1
0.913265,2250.3052,1
0.913265,2437.3297,1
0.913265,2639.8980,1
0.913265,2859.3018,1
0.913265,3096.9405,1
0.913265,3354.3295,1
0.913265,3633.1102,1
0.913265,3935.0607,1
0.913265,4262.1064,1
0.913265,4616.3332,1
0.913265,5000.0000,1
0.931633,100.0000,1
0.931633,108.3111,1
0.931633,117.3129,1
0.931633,127.0628,1
0.931633,137.6231,1
0.931633,149.0611,1
0.931633,161.4497,1
0.931633,174.8679,1
0.931633,189.4013,1
0.931633,205.1425,1
0.931633,222.1921,1
0.931633,240.6586,1
0.931633,260.6599,1
0.931633,282.3236,1
0.931633,305.7877,1
0.931633,331.2019,1
0.931633,358.7284,1
0.931633,388.5425,1
0.931633,420.8346,1
0.931633,455.8105,1
0.931633,493.6932,1
0.931633,534.7244,1
0.931633,579.1657,1
0.931633,627.3006,1
0.931633,679.4360,1
0.931633,735.9045,1
0.931633,797.0660,1
0.931633,863.3107,1
0.931633,935.0611,1
0.931633,1012.7747,1
0.931633,1096.9472,1
0.931633,1188.1153,1
0.931633,1286.8604,1
0.931633,1393.8123,1
0.931633,1509.6530,1
0.931633,1635.1214,1
0.931633,1771.0175,1
0.931633,1918.2081,1
0.931633,2077.6318,1
0.931633,2250.3052,1
0.931633,2437.3297,1
0.931633,2639.8980,1
0.931633,2859.3018,1
0.931633,3096.9405,1
0.931633,3354.3295,1
0.931633,3633.1102,1
0.931633,3935.0607,1
0.931633,4262.1064,1
0.931633,4616.3332,1
0.931633,5000.0000,1
0.950000,100.0000,1
0.950000,108.3111,1
0.950000,117.3129,1
0.950000,127.0628,1
0.950000,137.6231,1
0.950000,149.0611,1
0.950000,161.4497,1
0.950000,174.8679,1
0.950000,189.4013,1
0.950000,205.1425,1
0.950000,222.1921,1
0.950000,240.6586,1
0.950000,260.6599,1
0.950000,282.3236,1
0.950000,305.7877,1
0.950000,331.2019,1
0.950000,358.7284,1
0.950000,388.5425,1
0.950000,420.8346,1
0.950000,455.8105,1
0.950000,493.6932,1
0.950000,534.7244,1
0.950000,579.1657,1
0.950000,627.3006,1
0.950000,679.4360,1
0.950000,735.9045,1
0.950000,797.0660,1
0.950000,863.3107,1
0.950000,935.0611,1
0.950000,1012.7747,1
0.950000,1096.9472,1
0.950000,1188.1153,1
0.950000,1286.8604,1
0.950000,1393.8123,1
0.950000,1509.6530,1
0.950000,1635.1214,1
0.950000,1771.0175,1
0.950000,1918.2081,1
0.950000,2077.6318,1
0.950000,2250.3052,1
0.950000,2437.3297,1
0.950000,2639.8980,1
0.950000,2859.3018,1
0.950000,3096.9405,1
0.950000,3354.3295,1
0.950000,3633.1102,1
0.950000,3935.0607,1
0.950000,4262.1064,1
0.950000,4616.3332,1
0.950000,5000.0000,1
