dataset,cell,alpha,Rx,snrV,snrI,loc_err_pct,loc_err_self_pct,delta_loc_pp,Rx_err_pct,Rx_err_self_pct,delta_Rx_pp
ref50,200,0.300,1000.0,40.0,20.0,56.992472,53.526499,3.465973,0.831926,1.593613,-0.761687
ref50,201,0.300,1000.0,40.0,30.0,43.765543,4.071134,39.694409,0.544793,0.200180,0.344613
ref50,202,0.300,1000.0,40.0,40.0,3.141049,8.212679,-5.071631,0.077295,0.064592,0.012703
ref50,203,0.300,1000.0,40.0,inf,8.219927,2.766083,5.453843,0.105009,0.056398,0.048611
ref50,204,0.300,1000.0,inf,20.0,4.659706,32.003922,-27.344216,0.580022,0.100734,0.479288
ref50,205,0.300,1000.0,inf,30.0,11.352144,1.883987,9.468157,0.042795,0.312283,-0.269488
ref50,206,0.300,1000.0,inf,40.0,11.177674,2.411046,8.766627,0.110787,0.023334,0.087454
ref50,207,0.300,1000.0,inf,inf,8.936783,0.000033,8.936750,0.162833,0.000090,0.162744
ref50,208,0.300,2000.0,20.0,20.0,35.163225,17.450708,17.712517,0.113403,0.372244,-0.258841
ref50,209,0.300,2000.0,20.0,30.0,216.666667,83.333333,133.333333,1.651041,1.372605,0.278436
ref50,210,0.300,2000.0,20.0,40.0,6.768365,113.444541,-106.676176,0.276712,1.727853,-1.451142
ref50,211,0.300,2000.0,20.0,inf,1.358034,126.272884,-124.914850,1.298508,0.947197,0.351311
ref50,212,0.300,2000.0,30.0,20.0,59.734043,83.333333,-23.599291,0.297981,0.114986,0.182995
ref50,213,0.300,2000.0,30.0,30.0,91.407007,83.333333,8.073673,0.595459,0.110005,0.485453
ref50,214,0.300,2000.0,30.0,40.0,90.354984,22.622778,67.732206,0.995781,0.004861,0.990920
ref50,215,0.300,2000.0,30.0,inf,30.910659,27.283235,3.627424,0.577432,0.351337,0.226095
ref50,216,0.300,2000.0,40.0,20.0,83.333333,83.333333,0.000000,0.907074,0.180471,0.726602
ref50,217,0.300,2000.0,40.0,30.0,4.784797,20.008430,-15.223633,0.669174,0.374816,0.294359
ref50,218,0.300,2000.0,40.0,40.0,49.789609,8.342333,41.447277,0.397540,0.120458,0.277082
ref50,219,0.300,2000.0,40.0,inf,41.827948,5.921797,35.906151,0.472996,0.034453,0.438543
ref50,220,0.300,2000.0,inf,20.0,83.333333,83.333333,0.000000,1.151325,0.223438,0.927887
ref50,221,0.300,2000.0,inf,30.0,1.226118,68.028884,-66.802766,0.142646,0.449941,-0.307296
ref50,222,0.300,2000.0,inf,40.0,54.874839,10.179125,44.695714,0.616123,0.101943,0.514180
ref50,223,0.300,2000.0,inf,inf,32.776964,0.018529,32.758436,0.325209,0.000002,0.325208
ref50,224,0.300,5000.0,20.0,20.0,70.064223,83.333333,-13.269110,0.000000,0.000000,0.000000
ref50,225,0.300,5000.0,20.0,30.0,83.333333,83.333333,0.000000,0.000000,0.000000,0.000000
ref50,226,0.300,5000.0,20.0,40.0,15.994329,108.201771,-92.207442,0.000000,0.000000,0.000000
ref50,227,0.300,5000.0,20.0,inf,25.236037,108.886911,-83.650875,0.000000,0.302873,-0.302873
ref50,228,0.300,5000.0,30.0,20.0,38.767462,24.547072,14.220390,0.084636,0.000000,0.084636
ref50,229,0.300,5000.0,30.0,30.0,29.668899,56.679862,-27.010964,0.140070,0.221969,-0.081899
ref50,230,0.300,5000.0,30.0,40.0,108.849796,13.494586,95.355210,0.274720,0.000000,0.274720
ref50,231,0.300,5000.0,30.0,inf,12.205379,27.408022,-15.202643,0.000000,0.276872,-0.276872
ref50,232,0.300,5000.0,40.0,20.0,105.188162,109.773118,-4.584957,0.000000,0.966218,-0.966218
ref50,233,0.300,5000.0,40.0,30.0,41.896756,68.003863,-26.107108,0.000000,0.000000,0.000000
ref50,234,0.300,5000.0,40.0,40.0,12.228874,0.305573,11.923301,0.000000,0.000000,0.000000
ref50,235,0.300,5000.0,40.0,inf,34.167671,15.730074,18.437597,0.000000,0.051471,-0.051471
ref50,236,0.300,5000.0,inf,20.0,82.349868,83.333333,-0.983465,0.000000,0.000000,0.000000
ref50,237,0.300,5000.0,inf,30.0,19.912811,99.354350,-79.441540,0.000000,0.000000,0.000000
ref50,238,0.300,5000.0,inf,40.0,24.034359,3.521589,20.512770,0.000000,0.000000,0.000000
ref50,239,0.300,5000.0,inf,inf,22.340681,0.018684,22.321997,0.000000,0.000000,0.000000
ref50,240,0.400,100.0,20.0,20.0,11.681602,15.044569,-3.362968,0.000000,1.311746,-1.311746
ref50,241,0.400,100.0,20.0,30.0,0.778360,10.120871,-9.342511,0.133620,1.230151,-1.096532
ref50,242,0.400,100.0,20.0,40.0,1.950449,6.698905,-4.748455,0.000000,0.000000,0.000000
ref50,243,0.400,100.0,20.0,inf,4.962321,0.910102,4.052219,0.501917,0.000000,0.501917
ref50,244,0.400,100.0,30.0,20.0,3.431525,10.348217,-6.916693,0.788863,0.572972,0.215891
ref50,245,0.400,100.0,30.0,30.0,2.070665,3.632809,-1.562144,0.224783,0.000000,0.224783
ref50,246,0.400,100.0,30.0,40.0,3.219875,3.195687,0.024187,0.119201,0.000000,0.119201
ref50,247,0.400,100.0,30.0,inf,2.726969,2.316101,0.410868,0.766873,0.000000,0.766873
ref50,248,0.400,100.0,40.0,20.0,1.098539,7.263506,-6.164967,0.576333,0.001321,0.575012
ref50,249,0.400,100.0,40.0,30.0,2.238233,2.177470,0.060763,0.586481,0.000000,0.586481
ref50,250,0.400,100.0,40.0,40.0,0.283556,0.680769,-0.397212,0.202340,0.029312,0.173028
ref50,251,0.400,100.0,40.0,inf,0.383378,1.118840,-0.735462,0.278914,0.000000,0.278914
ref50,252,0.400,100.0,inf,20.0,6.278696,3.354502,2.924194,1.120829,1.003089,0.117740
ref50,253,0.400,100.0,inf,30.0,1.569936,2.126116,-0.556180,0.141793,0.063443,0.078351
ref50,254,0.400,100.0,inf,40.0,0.113210,0.570746,-0.457536,0.087106,0.000000,0.087106
ref50,255,0.400,100.0,inf,inf,0.211791,0.000179,0.211612,0.180055,0.000096,0.179959
ref50,256,0.400,500.0,20.0,20.0,34.612587,29.401116,5.211472,1.185489,0.879840,0.305649
ref50,257,0.400,500.0,20.0,30.0,29.721100,10.172508,19.548592,0.317955,0.558992,-0.241037
ref50,258,0.400,500.0,20.0,40.0,0.979972,33.211229,-32.231257,0.127498,0.098877,0.028621
ref50,259,0.400,500.0,20.0,inf,11.885724,30.847115,-18.961391,0.183535,0.722189,-0.538654
ref50,260,0.400,500.0,30.0,20.0,15.683027,16.510185,-0.827158,1.109621,0.042152,1.067469
ref50,261,0.400,500.0,30.0,30.0,19.924387,2.327854,17.596533,0.064580,0.071258,-0.006677
ref50,262,0.400,500.0,30.0,40.0,4.811164,9.541912,-4.730748,0.398147,0.090262,0.307886
ref50,263,0.400,500.0,30.0,inf,3.017577,4.404849,-1.387272,0.307154,0.047440,0.259714
ref50,264,0.400,500.0,40.0,20.0,49.541932,24.382597,25.159336,0.072322,0.744862,-0.672540
ref50,265,0.400,500.0,40.0,30.0,6.460863,10.441191,-3.980328,0.664723,0.395763,0.268960
ref50,266,0.400,500.0,40.0,40.0,3.819894,1.750151,2.069743,0.329106,0.107931,0.221175
ref50,267,0.400,500.0,40.0,inf,0.975283,1.654879,-0.679595,0.196719,0.021343,0.175376
ref50,268,0.400,500.0,inf,20.0,16.130757,36.674239,-20.543482,0.950403,0.637215,0.313188
ref50,269,0.400,500.0,inf,30.0,2.104862,8.561405,-6.456542,0.113108,0.101639,0.011469
ref50,270,0.400,500.0,inf,40.0,1.609621,2.430506,-0.820885,0.177774,0.052834,0.124940
ref50,271,0.400,500.0,inf,inf,0.541566,0.000415,0.541151,0.185690,0.000004,0.185686
ref50,272,0.400,1000.0,20.0,20.0,5.121823,21.082968,-15.961145,0.563848,0.469081,0.094767
ref50,273,0.400,1000.0,20.0,30.0,53.625369,6.021975,47.603395,1.991857,0.011337,1.980520
ref50,274,0.400,1000.0,20.0,40.0,51.541549,35.860864,15.680685,0.264840,0.853538,-0.588698
ref50,275,0.400,1000.0,20.0,inf,101.297769,19.486115,81.811654,0.495382,0.133639,0.361742
ref50,276,0.400,1000.0,30.0,20.0,60.275401,15.956147,44.319254,0.267890,0.659767,-0.391877
ref50,277,0.400,1000.0,30.0,30.0,7.046035,19.111807,-12.065772,0.023453,0.344846,-0.321392
ref50,278,0.400,1000.0,30.0,40.0,14.435762,5.502018,8.933744,0.151939,0.034141,0.117798
ref50,279,0.400,1000.0,30.0,inf,3.072030,4.511990,-1.439960,0.232903,0.102569,0.130334
ref50,280,0.400,1000.0,40.0,20.0,78.473454,24.072152,54.401302,0.659374,0.144938,0.514436
ref50,281,0.400,1000.0,40.0,30.0,14.640323,3.990204,10.650119,0.845657,0.431198,0.414459
ref50,282,0.400,1000.0,40.0,40.0,0.567187,3.634577,-3.067391,0.302620,0.103605,0.199015
ref50,283,0.400,1000.0,40.0,inf,11.161052,2.694822,8.466230,0.332910,0.089218,0.243691
ref50,284,0.400,1000.0,inf,20.0,27.491428,32.610567,-5.119138,1.673158,0.028075,1.645083
ref50,285,0.400,1000.0,inf,30.0,22.872164,9.893542,12.978621,0.142232,0.172762,-0.030530
ref50,286,0.400,1000.0,inf,40.0,11.306543,0.695349,10.611194,0.336408,0.048578,0.287831
ref50,287,0.400,1000.0,inf,inf,4.905251,0.002905,4.902346,0.225271,0.000001,0.225271
ref50,288,0.400,2000.0,20.0,20.0,87.500000,11.472886,76.027114,0.888790,0.031032,0.857758
ref50,289,0.400,2000.0,20.0,30.0,28.984770,122.179642,-93.194872,0.102560,0.846823,-0.744263
ref50,290,0.400,2000.0,20.0,40.0,48.137977,51.014905,-2.876927,0.515243,0.727735,-0.212492
ref50,291,0.400,2000.0,20.0,inf,12.463475,87.500000,-75.036525,0.044924,1.067263,-1.022339
ref50,292,0.400,2000.0,30.0,20.0,5.696820,70.593306,-64.896486,0.474918,0.111492,0.363427
ref50,293,0.400,2000.0,30.0,30.0,80.781277,69.546745,11.234532,0.027648,0.580102,-0.552454
ref50,294,0.400,2000.0,30.0,40.0,33.638392,49.262870,-15.624478,1.063012,0.122661,0.940351
ref50,295,0.400,2000.0,30.0,inf,48.792647,29.936339,18.856309,0.646114,0.438036,0.208079
ref50,296,0.400,2000.0,40.0,20.0,11.745118,13.360401,-1.615283,0.632544,0.490279,0.142265
ref50,297,0.400,2000.0,40.0,30.0,76.072383,29.182901,46.889481,1.099095,0.161732,0.937363
ref50,298,0.400,2000.0,40.0,40.0,10.599050,9.536376,1.062674,0.443652,0.042126,0.401526
ref50,299,0.400,2000.0,40.0,inf,21.225172,1.545975,19.679197,0.238961,0.112887,0.126074
ref50,300,0.400,2000.0,inf,20.0,87.500000,137.500000,-50.000000,0.326009,0.927020,-0.601011
ref50,301,0.400,2000.0,inf,30.0,53.539175,19.443359,34.095816,1.085201,0.260536,0.824664
ref50,302,0.400,2000.0,inf,40.0,17.487205,3.572267,13.914939,0.078484,0.000020,0.078464
ref50,303,0.400,2000.0,inf,inf,22.937700,0.000392,22.937308,0.389069,0.000128,0.388941
ref50,304,0.400,5000.0,20.0,20.0,46.671521,55.032030,-8.360509,0.000000,0.000000,0.000000
ref50,305,0.400,5000.0,20.0,30.0,17.952390,23.983696,-6.031306,0.000000,0.000000,0.000000
ref50,306,0.400,5000.0,20.0,40.0,38.908559,10.100361,28.808198,0.000000,0.000000,0.000000
ref50,307,0.400,5000.0,20.0,inf,63.227293,36.952769,26.274524,0.000000,0.000000,0.000000
ref50,308,0.400,5000.0,30.0,20.0,87.500000,76.019200,11.480800,0.000000,0.000000,0.000000
ref50,309,0.400,5000.0,30.0,30.0,14.609265,21.265158,-6.655894,0.000000,0.000000,0.000000
ref50,310,0.400,5000.0,30.0,40.0,39.424057,7.745605,31.678451,0.000000,0.000000,0.000000
ref50,311,0.400,5000.0,30.0,inf,6.746990,7.498639,-0.751649,0.000000,0.000000,0.000000
ref50,312,0.400,5000.0,40.0,20.0,57.219277,20.981100,36.238177,0.857042,0.000000,0.857042
ref50,313,0.400,5000.0,40.0,30.0,30.807491,4.715534,26.091957,0.000000,0.000000,0.000000
ref50,314,0.400,5000.0,40.0,40.0,29.081749,0.085999,28.995750,0.000000,0.000000,0.000000
ref50,315,0.400,5000.0,40.0,inf,6.875845,9.209079,-2.333234,0.000000,0.000000,0.000000
ref50,316,0.400,5000.0,inf,20.0,86.061763,58.910107,27.151657,0.242740,0.000000,0.242740
ref50,317,0.400,5000.0,inf,30.0,19.480326,45.636481,-26.156155,0.000000,0.000000,0.000000
ref50,318,0.400,5000.0,inf,40.0,8.730884,27.852540,-19.121656,0.000000,0.329665,-0.329665
ref50,319,0.400,5000.0,inf,inf,1.251858,0.007673,1.244185,0.000000,0.000000,0.000000
ref50,320,0.500,100.0,20.0,20.0,5.429335,5.086735,0.342599,0.143311,0.000000,0.143311
ref50,321,0.500,100.0,20.0,30.0,5.298122,2.035571,3.262551,0.637102,0.199438,0.437664
ref50,322,0.500,100.0,20.0,40.0,5.310540,5.956455,-0.645915,0.664282,2.208544,-1.544262
ref50,323,0.500,100.0,20.0,inf,1.289145,2.577322,-1.288177,0.235059,0.000000,0.235059
ref50,324,0.500,100.0,30.0,20.0,5.893436,1.014594,4.878842,0.000000,0.803866,-0.803866
ref50,325,0.500,100.0,30.0,30.0,3.431825,0.440304,2.991521,0.322448,0.000000,0.322448
ref50,326,0.500,100.0,30.0,40.0,0.717606,0.376874,0.340732,0.000000,0.189374,-0.189374
ref50,327,0.500,100.0,30.0,inf,1.765757,0.042283,1.723474,0.213627,0.000000,0.213627
ref50,328,0.500,100.0,40.0,20.0,2.508224,8.970052,-6.461828,1.033171,0.318221,0.714950
ref50,329,0.500,100.0,40.0,30.0,1.540929,1.398694,0.142236,0.296649,0.000000,0.296649
ref50,330,0.500,100.0,40.0,40.0,1.103372,0.685881,0.417491,0.214687,0.000000,0.214687
ref50,331,0.500,100.0,40.0,inf,0.090777,0.448486,-0.357709,0.129352,0.000000,0.129352
ref50,332,0.500,100.0,inf,20.0,10.958909,3.858413,7.100496,0.000000,0.000000,0.000000
ref50,333,0.500,100.0,inf,30.0,1.473559,1.320309,0.153250,0.300724,0.017635,0.283089
ref50,334,0.500,100.0,inf,40.0,0.487701,0.346122,0.141579,0.324244,0.000000,0.324244
ref50,335,0.500,100.0,inf,inf,0.287714,0.000144,0.287569,0.281672,0.000095,0.281577
ref50,336,0.500,500.0,20.0,20.0,7.236908,21.250854,-14.013946,0.595850,1.315375,-0.719525
ref50,337,0.500,500.0,20.0,30.0,4.526783,23.091305,-18.564522,0.597045,0.199006,0.398039
ref50,338,0.500,500.0,20.0,40.0,40.031962,18.218271,21.813691,0.058425,0.779646,-0.721222
ref50,339,0.500,500.0,20.0,inf,18.893033,30.395735,-11.502702,1.605120,0.433284,1.171837
ref50,340,0.500,500.0,30.0,20.0,24.180022,18.662595,5.517427,0.099631,0.573987,-0.474356
ref50,341,0.500,500.0,30.0,30.0,4.160858,31.886110,-27.725252,0.107007,0.653553,-0.546546
ref50,342,0.500,500.0,30.0,40.0,9.499756,11.978614,-2.478858,0.134049,0.208226,-0.074176
ref50,343,0.500,500.0,30.0,inf,0.903158,3.985398,-3.082240,0.387572,0.223255,0.164318
ref50,344,0.500,500.0,40.0,20.0,11.805600,6.911868,4.893732,0.443145,0.636395,-0.193251
ref50,345,0.500,500.0,40.0,30.0,7.921514,2.395206,5.526308,0.047797,0.509545,-0.461748
ref50,346,0.500,500.0,40.0,40.0,0.873714,2.551163,-1.677449,0.213978,0.033113,0.180865
ref50,347,0.500,500.0,40.0,inf,4.261171,1.666176,2.594995,0.353905,0.014848,0.339057
ref50,348,0.500,500.0,inf,20.0,18.954772,29.256817,-10.302045,0.680476,0.695711,-0.015235
ref50,349,0.500,500.0,inf,30.0,4.165153,6.763637,-2.598483,0.027002,0.706490,-0.679488
ref50,350,0.500,500.0,inf,40.0,1.002845,1.274793,-0.271947,0.393486,0.011605,0.381881
ref50,351,0.500,500.0,inf,inf,0.224049,0.000375,0.223674,0.279839,0.000004,0.279835
ref50,352,0.500,1000.0,20.0,20.0,22.186539,47.144033,-24.957494,0.005986,0.564885,-0.558899
ref50,353,0.500,1000.0,20.0,30.0,49.304386,90.000000,-40.695614,0.779654,0.214656,0.564998
ref50,354,0.500,1000.0,20.0,40.0,4.436443,15.267195,-10.830752,0.128377,0.004987,0.123390
ref50,355,0.500,1000.0,20.0,inf,90.000000,54.406615,35.593385,0.407267,0.625573,-0.218306
ref50,356,0.500,1000.0,30.0,20.0,17.982808,8.059145,9.923663,0.472677,1.034425,-0.561748
ref50,357,0.500,1000.0,30.0,30.0,27.147441,13.975950,13.171491,0.271216,0.138783,0.132434
ref50,358,0.500,1000.0,30.0,40.0,5.162180,8.647803,-3.485623,0.030022,0.341912,-0.311890
ref50,359,0.500,1000.0,30.0,inf,14.334801,2.767306,11.567496,0.271336,0.088656,0.182680
ref50,360,0.500,1000.0,40.0,20.0,25.533522,40.541306,-15.007783,0.588207,0.412327,0.175880
ref50,361,0.500,1000.0,40.0,30.0,0.940711,12.880908,-11.940197,0.254914,0.153135,0.101778
ref50,362,0.500,1000.0,40.0,40.0,10.402594,5.304242,5.098352,0.321430,0.038662,0.282768
ref50,363,0.500,1000.0,40.0,inf,0.440134,5.133956,-4.693822,0.344434,0.004191,0.340243
ref50,364,0.500,1000.0,inf,20.0,90.000000,64.493736,25.506264,0.808286,0.460211,0.348074
ref50,365,0.500,1000.0,inf,30.0,17.954222,18.713764,-0.759542,0.013478,0.373504,-0.360026
ref50,366,0.500,1000.0,inf,40.0,10.823723,0.733387,10.090336,0.424213,0.004734,0.419479
ref50,367,0.500,1000.0,inf,inf,2.886549,0.003164,2.883386,0.315022,0.000001,0.315022
ref50,368,0.500,2000.0,20.0,20.0,16.313381,36.408017,-20.094636,2.501292,0.531177,1.970115
ref50,369,0.500,2000.0,20.0,30.0,17.469147,64.901483,-47.432336,1.084415,1.361010,-0.276595
ref50,370,0.500,2000.0,20.0,40.0,71.718230,2.856090,68.862140,1.695608,1.160920,0.534689
ref50,371,0.500,2000.0,20.0,inf,90.000000,90.000000,0.000000,1.197718,1.753114,-0.555395
ref50,372,0.500,2000.0,30.0,20.0,25.821604,90.000000,-64.178396,0.212714,0.706040,-0.493326
ref50,373,0.500,2000.0,30.0,30.0,51.263431,43.033795,8.229635,0.100599,0.593029,-0.492430
ref50,374,0.500,2000.0,30.0,40.0,30.273894,21.562246,8.711648,0.750044,0.239126,0.510918
ref50,375,0.500,2000.0,30.0,inf,90.000000,1.247852,88.752148,0.797496,0.413014,0.384482
ref50,376,0.500,2000.0,40.0,20.0,10.531513,90.000000,-79.468487,1.978747,1.779099,0.199648
ref50,377,0.500,2000.0,40.0,30.0,16.963690,21.863066,-4.899376,0.451452,0.516060,-0.064608
ref50,378,0.500,2000.0,40.0,40.0,2.790658,0.180296,2.610362,0.474929,0.062259,0.412670
ref50,379,0.500,2000.0,40.0,inf,24.469632,0.333609,24.136023,0.659413,0.004128,0.655285
ref50,380,0.500,2000.0,inf,20.0,79.298779,40.409470,38.889309,0.123389,1.346635,-1.223246
ref50,381,0.500,2000.0,inf,30.0,23.121476,27.206761,-4.085285,0.425714,0.691816,-0.266102
ref50,382,0.500,2000.0,inf,40.0,0.836175,0.810325,0.025850,0.248648,0.153903,0.094746
ref50,383,0.500,2000.0,inf,inf,18.988964,0.011089,18.977875,0.497572,0.000004,0.497568
ref50,384,0.500,5000.0,20.0,20.0,82.293768,44.074671,38.219097,0.000000,0.000000,0.000000
ref50,385,0.500,5000.0,20.0,30.0,53.169038,90.000000,-36.830962,0.000000,0.575704,-0.575704
ref50,386,0.500,5000.0,20.0,40.0,90.000000,25.158116,64.841884,0.443764,0.082107,0.361656
ref50,387,0.500,5000.0,20.0,inf,25.604113,26.238170,-0.634056,0.644256,1.423393,-0.779137
ref50,388,0.500,5000.0,30.0,20.0,81.996268,36.131653,45.864615,1.273718,0.379671,0.894046
ref50,389,0.500,5000.0,30.0,30.0,20.669549,71.277428,-50.607879,0.000000,0.066377,-0.066377
ref50,390,0.500,5000.0,30.0,40.0,15.210575,25.348423,-10.137848,0.000000,0.323396,-0.323396
ref50,391,0.500,5000.0,30.0,inf,20.162111,44.503298,-24.341186,0.000000,0.000000,0.000000
ref50,392,0.500,5000.0,40.0,20.0,89.942932,53.989958,35.952975,0.000000,0.000000,0.000000
ref50,393,0.500,5000.0,40.0,30.0,13.012888,38.002671,-24.989783,0.000000,0.000000,0.000000
ref50,394,0.500,5000.0,40.0,40.0,12.017528,46.564498,-34.546970,0.000000,0.291914,-0.291914
ref50,395,0.500,5000.0,40.0,inf,11.252383,12.166675,-0.914292,0.000000,0.000000,0.000000
ref50,396,0.500,5000.0,inf,20.0,46.146324,90.000000,-43.853676,0.548269,3.284306,-2.736037
ref50,397,0.500,5000.0,inf,30.0,13.175637,9.042025,4.133612,0.000000,0.088797,-0.088797
ref50,398,0.500,5000.0,inf,40.0,14.553917,5.303689,9.250228,0.000000,0.072209,-0.072209
ref50,399,0.500,5000.0,inf,inf,12.459370,0.000565,12.458805,0.000000,0.000000,0.000000
ref50,400,0.600,100.0,20.0,20.0,3.161300,10.397397,-7.236097,0.931801,0.000000,0.931801
ref50,401,0.600,100.0,20.0,30.0,6.410870,2.279038,4.131832,1.068294,0.179036,0.889258
ref50,402,0.600,100.0,20.0,40.0,3.855303,6.498671,-2.643368,0.484492,0.085164,0.399329
ref50,403,0.600,100.0,20.0,inf,3.451669,2.831296,0.620373,0.142850,0.354214,-0.211363
ref50,404,0.600,100.0,30.0,20.0,5.646882,2.565416,3.081466,1.896947,0.546183,1.350764
ref50,405,0.600,100.0,30.0,30.0,0.408899,2.752741,-2.343842,0.462821,0.114045,0.348777
ref50,406,0.600,100.0,30.0,40.0,0.353334,0.113070,0.240263,0.344896,0.000778,0.344118
ref50,407,0.600,100.0,30.0,inf,0.985334,0.456570,0.528764,0.005196,0.385727,-0.380531
ref50,408,0.600,100.0,40.0,20.0,0.744245,3.026127,-2.281882,1.040696,0.000000,1.040696
ref50,409,0.600,100.0,40.0,30.0,0.253577,1.122741,-0.869164,0.238021,0.511215,-0.273193
ref50,410,0.600,100.0,40.0,40.0,0.315517,0.124684,0.190833,0.481061,0.000000,0.481061
ref50,411,0.600,100.0,40.0,inf,0.204542,0.569886,-0.365345,0.451770,0.000000,0.451770
ref50,412,0.600,100.0,inf,20.0,2.207397,0.707152,1.500245,1.210626,0.000000,1.210626
ref50,413,0.600,100.0,inf,30.0,0.799521,1.578037,-0.778517,0.333380,0.310199,0.023181
ref50,414,0.600,100.0,inf,40.0,0.465031,0.334451,0.130580,0.455589,0.000000,0.455589
ref50,415,0.600,100.0,inf,inf,0.345252,0.000121,0.345131,0.406583,0.000093,0.406490
ref50,416,0.600,500.0,20.0,20.0,2.381240,6.669602,-4.288361,1.228183,1.059412,0.168771
ref50,417,0.600,500.0,20.0,30.0,9.885956,12.453921,-2.567965,0.169586,1.124658,-0.955072
ref50,418,0.600,500.0,20.0,40.0,12.671716,8.090043,4.581672,0.967256,0.716854,0.250402
ref50,419,0.600,500.0,20.0,inf,19.837396,11.431935,8.405461,0.235446,1.116410,-0.880964
ref50,420,0.600,500.0,30.0,20.0,16.899325,15.855372,1.043953,0.746546,0.843064,-0.096518
ref50,421,0.600,500.0,30.0,30.0,8.029430,7.314262,0.715168,0.220427,0.026605,0.193821
ref50,422,0.600,500.0,30.0,40.0,5.560059,1.384000,4.176059,0.044337,0.019170,0.025167
ref50,423,0.600,500.0,30.0,inf,3.748508,4.003180,-0.254671,0.327770,0.393430,-0.065660
ref50,424,0.600,500.0,40.0,20.0,4.632433,27.170644,-22.538211,0.157888,0.848123,-0.690235
ref50,425,0.600,500.0,40.0,30.0,12.146427,3.605002,8.541425,0.688107,0.108972,0.579134
ref50,426,0.600,500.0,40.0,40.0,0.280162,1.785771,-1.505609,0.381546,0.009639,0.371907
ref50,427,0.600,500.0,40.0,inf,1.677338,0.557220,1.120118,0.361214,0.005374,0.355840
ref50,428,0.600,500.0,inf,20.0,34.317796,19.241776,15.076020,0.074395,0.670216,-0.595821
ref50,429,0.600,500.0,inf,30.0,6.929339,2.356531,4.572808,0.753288,0.223025,0.530263
ref50,430,0.600,500.0,inf,40.0,1.560441,1.829649,-0.269208,0.358175,0.058185,0.299990
ref50,431,0.600,500.0,inf,inf,0.713243,0.000345,0.712897,0.397074,0.000004,0.397070
ref50,432,0.600,1000.0,20.0,20.0,43.607607,58.333333,-14.725726,0.184461,0.284479,-0.100018
ref50,433,0.600,1000.0,20.0,30.0,25.061884,37.342242,-12.280358,0.350411,0.529646,-0.179235
ref50,434,0.600,1000.0,20.0,40.0,26.662260,3.201766,23.460494,1.401757,0.189375,1.212382
ref50,435,0.600,1000.0,20.0,inf,0.244272,8.095675,-7.851403,0.184293,0.606839,-0.422546
ref50,436,0.600,1000.0,30.0,20.0,26.387744,75.279021,-48.891278,0.552733,0.588399,-0.035666
ref50,437,0.600,1000.0,30.0,30.0,21.948126,11.212334,10.735792,0.128391,0.626915,-0.498524
ref50,438,0.600,1000.0,30.0,40.0,4.631567,9.926335,-5.294767,0.254463,0.096997,0.157466
ref50,439,0.600,1000.0,30.0,inf,19.762136,2.754276,17.007860,0.734157,0.236122,0.498035
ref50,440,0.600,1000.0,40.0,20.0,23.139369,55.853295,-32.713926,0.196654,1.084746,-0.888092
ref50,441,0.600,1000.0,40.0,30.0,11.239799,3.646095,7.593704,0.323898,0.028023,0.295875
ref50,442,0.600,1000.0,40.0,40.0,3.827798,3.130249,0.697549,0.327552,0.151741,0.175811
ref50,443,0.600,1000.0,40.0,inf,3.513779,0.857548,2.656231,0.526268,0.046152,0.480116
ref50,444,0.600,1000.0,inf,20.0,28.965156,25.867422,3.097734,1.364320,1.077816,0.286504
ref50,445,0.600,1000.0,inf,30.0,3.056653,3.561379,-0.504726,0.343561,0.392445,-0.048884
ref50,446,0.600,1000.0,inf,40.0,2.395785,2.757349,-0.361564,0.314053,0.192731,0.121322
ref50,447,0.600,1000.0,inf,inf,1.815273,0.003391,1.811881,0.431071,0.000001,0.431070
ref50,448,0.600,2000.0,20.0,20.0,56.744510,58.333333,-1.588823,3.166936,1.917442,1.249494
ref50,449,0.600,2000.0,20.0,30.0,58.333333,49.287000,9.046333,1.784362,0.442425,1.341938
ref50,450,0.600,2000.0,20.0,40.0,3.733502,40.403021,-36.669518,0.393431,0.306750,0.086681
ref50,451,0.600,2000.0,20.0,inf,58.333333,91.666667,-33.333333,1.957942,1.157782,0.800160
ref50,452,0.600,2000.0,30.0,20.0,36.965304,39.147400,-2.182096,0.245275,0.436992,-0.191717
ref50,453,0.600,2000.0,30.0,30.0,1.668269,26.608877,-24.940608,0.840303,0.399971,0.440332
ref50,454,0.600,2000.0,30.0,40.0,31.562190,19.886020,11.676170,0.172201,0.066295,0.105906
ref50,455,0.600,2000.0,30.0,inf,31.716388,22.963458,8.752930,0.774888,0.097146,0.677742
ref50,456,0.600,2000.0,40.0,20.0,36.774336,36.835602,-0.061266,0.505262,1.177521,-0.672259
ref50,457,0.600,2000.0,40.0,30.0,53.046693,4.927766,48.118927,1.434944,0.434565,1.000380
ref50,458,0.600,2000.0,40.0,40.0,41.877524,12.822743,29.054781,0.875537,0.204128,0.671408
ref50,459,0.600,2000.0,40.0,inf,31.918467,0.622326,31.296141,1.041306,0.143332,0.897975
ref50,460,0.600,2000.0,inf,20.0,58.333333,22.852809,35.480525,1.641905,0.708536,0.933369
ref50,461,0.600,2000.0,inf,30.0,1.428105,16.349117,-14.921012,0.593099,0.680573,-0.087474
ref50,462,0.600,2000.0,inf,40.0,19.067037,0.143022,18.924015,0.611566,0.154959,0.456608
