trip,trip_time_ms,k_ibr,Rf,kappa_n,model,ddr
True,20.0,0.3414177126331467,0.05638534426523403,1.000000000000002,pv_2param,3.102854986470205e-17
True,20.0,0.9757146227997116,0.0465610360040776,1.0000000000000067,pv_2param,0.0
True,20.0,0.4459383230435856,0.19005187940604362,1.0000000000000007,pv_2param,0.0
True,20.0,1.2471453206415564,0.10031846500335494,1.0000000000000173,pv_2param,0.0
True,20.0,0.9746121891221626,0.031125086655733727,1.0000000000000102,pv_2param,0.0
True,20.0,0.8264210104316494,0.02285357935067798,1.0000000000000158,pv_2param,0.0
True,20.0,0.8613072193328448,0.027109417754922704,1.0000000000000007,pv_2param,0.0
True,20.0,0.9485443832604386,0.03765957700435832,1.000000000000012,pv_2param,0.0
True,20.0,0.6389656002038171,0.15359186962384724,1.0000000000000129,pv_2param,0.0
True,20.0,1.1629543287239466,0.16520893519574498,1.0000000000000009,pv_2param,1.2110312586122062e-16
True,20.0,1.4758093964992265,0.19556088678369665,1.0000000000000018,pv_2param,8.996653663428223e-17
True,20.0,1.4442437264374972,0.020255972153747994,1.000000000000016,pv_2param,0.0
True,20.0,0.9504344850676052,0.13787409750089435,1.0000000000000062,pv_2param,0.0
True,20.0,1.0256591557408758,0.1917090676414498,1.0774611371023814,pv_2param,8.11727725224465e-17
True,20.0,1.0364561179386307,0.09091696643520164,1.000000000000008,pv_2param,7.478667477788513e-17
True,20.0,0.8042209428368994,0.14710069529031367,1.0097411834664338,pv_2param,1.1051702880998622e-16
True,20.0,0.9198718046695333,0.09819196802604493,1.0000000000000042,pv_2param,0.0
True,20.0,1.0000090214888153,0.15330511593405816,1.0000000000000042,pv_2param,6.202223351806815e-17
True,20.0,0.666571410126326,0.04740902851602924,1.0568206454620264,pv_2param,1.266282505213644e-16
True,20.0,0.5406050136683058,0.16886339779175752,1.0774840012902838,pv_2param,7.132121107945999e-17
True,20.0,1.2459988368224388,0.10901912708823956,1.0000000000000018,pv_2param,8.738359715085934e-17
True,20.0,0.3122216634914058,0.09555181514972262,1.0332445833056723,pv_2param,1.7268435982074916e-16
